Id2,Id,Estimate; Total:,Estimate; Total: - With retirement income,Estimate; Total: - No retirement income
12011110321,1400000US12011110321,290,11,279
12011110321,1400000US12011110321,247,36,211
12011110321,1400000US12011110321,253,42,211
12011110321,1400000US12011110321,314,23,291
12011110321,1400000US12011110321,314,23,291
12011110321,1400000US12011110321,775,63,712
12011110321,1400000US12011110321,785,63,722
12011110322,1400000US12011110322,3076,197,2879
12011110322,1400000US12011110322,1547,64,1483
12011110322,1400000US12011110322,1667,64,1603
12011110322,1400000US12011110322,755,80,675
12011110322,1400000US12011110322,850,80,770
12011110322,1400000US12011110322,453,35,418
12011110322,1400000US12011110322,496,35,461
12011110322,1400000US12011110322,1802,60,1742
12011110322,1400000US12011110322,733,11,722
12011110322,1400000US12011110322,907,49,858
12011110322,1400000US12011110322,418,10,408
12011110322,1400000US12011110322,280,39,241
12011110322,1400000US12011110322,333,39,294
12011110322,1400000US12011110322,749,80,669
12011110322,1400000US12011110322,802,80,722
12011110322,1400000US12011110322,1267,25,1242
12011110322,1400000US12011110322,1334,25,1309
12011110322,1400000US12011110322,443,35,408
12011110322,1400000US12011110322,486,35,451
12011110322,1400000US12011110322,417,66,351
12011110323,1400000US12011110323,1752,121,1631
12011110323,1400000US12011110323,400,65,335
12011110323,1400000US12011110323,464,65,399
12011110323,1400000US12011110323,1203,56,1147
12011110323,1400000US12011110323,1273,56,1217
12011110323,1400000US12011110323,350,29,321
12011110323,1400000US12011110323,1185,56,1129
12011110323,1400000US12011110323,1237,56,1181
12011110323,1400000US12011110323,758,31,727
12011110323,1400000US12011110323,553,31,522
12011110324,1400000US12011110324,4080,351,3729
12011110324,1400000US12011110324,2631,222,2409
12011110324,1400000US12011110324,2715,222,2493
12011110324,1400000US12011110324,829,110,719
12011110324,1400000US12011110324,881,110,771
12011110324,1400000US12011110324,285,10,275
12011110324,1400000US12011110324,306,10,296
12011110324,1400000US12011110324,1778,103,1675
12011110324,1400000US12011110324,735,55,680
12011110324,1400000US12011110324,879,41,838
12011110324,1400000US12011110324,530,13,517
12011110324,1400000US12011110324,313,0,313
12011110324,1400000US12011110324,1073,128,945
12011110324,1400000US12011110324,1123,128,995
12011110324,1400000US12011110324,829,110,719
12011110324,1400000US12011110324,862,110,752
12011110324,1400000US12011110324,285,10,275
12011110324,1400000US12011110324,291,10,281
12011110324,1400000US12011110324,1558,94,1464
12011110324,1400000US12011110324,1592,94,1498
12011110324,1400000US12011110324,383,34,349
12011110325,1400000US12011110325,6104,299,5805
12011110325,1400000US12011110325,3261,203,3058
12011110325,1400000US12011110325,3360,203,3157
12011110325,1400000US12011110325,1621,28,1593
12011110325,1400000US12011110325,1757,28,1729
12011110325,1400000US12011110325,576,0,576
12011110325,1400000US12011110325,253,0,253
12011110325,1400000US12011110325,690,0,690
12011110325,1400000US12011110325,253,0,253
12011110325,1400000US12011110325,429,56,373
12011110325,1400000US12011110325,491,56,435
12011110325,1400000US12011110325,205,0,205
12011110325,1400000US12011110325,2718,198,2520
12011110325,1400000US12011110325,496,113,383
12011110325,1400000US12011110325,819,62,757
12011110325,1400000US12011110325,1313,23,1290
12011110325,1400000US12011110325,892,23,869
12011110325,1400000US12011110325,599,0,599
12011110325,1400000US12011110325,1061,61,1000
12011110325,1400000US12011110325,1069,61,1008
12011110325,1400000US12011110325,1596,28,1568
12011110325,1400000US12011110325,1702,28,1674
12011110325,1400000US12011110325,576,0,576
12011110325,1400000US12011110325,690,0,690
12011110325,1400000US12011110325,2200,142,2058
12011110325,1400000US12011110325,2291,142,2149
12011110325,1400000US12011110325,402,56,346
12011110325,1400000US12011110325,464,56,408
12011110325,1400000US12011110325,1052,0,1052
12011110325,1400000US12011110325,401,0,401
12011110325,1400000US12011110325,587,0,587
12011110326,1400000US12011110326,1297,195,1102
12011110326,1400000US12011110326,910,154,756
12011110326,1400000US12011110326,910,154,756
12011110326,1400000US12011110326,495,138,357
12011110326,1400000US12011110326,473,55,418
12011110326,1400000US12011110326,473,55,418
12011110326,1400000US12011110326,437,99,338
12011110326,1400000US12011110326,437,99,338
12011110327,1400000US12011110327,1908,255,1653
12011110327,1400000US12011110327,1376,172,1204
12011110327,1400000US12011110327,1427,172,1255
12011110327,1400000US12011110327,750,25,725
12011110327,1400000US12011110327,356,8,348
12011110327,1400000US12011110327,677,147,530
12011110327,1400000US12011110327,698,147,551
12011110327,1400000US12011110327,699,25,674
12011110327,1400000US12011110327,729,25,704
12011110328,1400000US12011110328,1626,198,1428
12011110328,1400000US12011110328,1020,146,874
12011110328,1400000US12011110328,1038,146,892
12011110328,1400000US12011110328,386,7,379
12011110328,1400000US12011110328,386,7,379
12011110328,1400000US12011110328,531,91,440
12011110328,1400000US12011110328,280,50,230
12011110328,1400000US12011110328,576,100,476
12011110328,1400000US12011110328,576,100,476
12011110328,1400000US12011110328,386,7,379
12011110328,1400000US12011110328,386,7,379
12011110328,1400000US12011110328,444,46,398
12011110328,1400000US12011110328,462,46,416
12011110330,1400000US12011110330,1005,159,846
12011110330,1400000US12011110330,697,96,601
12011110330,1400000US12011110330,697,96,601
12011110330,1400000US12011110330,334,66,268
12011110330,1400000US12011110330,199,41,158
12011110330,1400000US12011110330,392,30,362
12011110330,1400000US12011110330,305,66,239
12011110330,1400000US12011110330,305,66,239
12011110331,1400000US12011110331,2824,365,2459
12011110331,1400000US12011110331,1852,196,1656
12011110331,1400000US12011110331,1947,227,1720
12011110331,1400000US12011110331,604,121,483
12011110331,1400000US12011110331,669,121,548
12011110331,1400000US12011110331,1164,55,1109
12011110331,1400000US12011110331,445,0,445
12011110331,1400000US12011110331,568,45,523
12011110331,1400000US12011110331,939,141,798
12011110331,1400000US12011110331,983,172,811
12011110331,1400000US12011110331,535,121,414
12011110331,1400000US12011110331,569,121,448
12011110331,1400000US12011110331,913,55,858
12011110331,1400000US12011110331,964,55,909
12011110332,1400000US12011110332,1634,258,1376
12011110332,1400000US12011110332,1147,213,934
12011110332,1400000US12011110332,1186,213,973
12011110332,1400000US12011110332,434,46,388
12011110332,1400000US12011110332,788,184,604
12011110332,1400000US12011110332,788,184,604
12011110332,1400000US12011110332,359,29,330
12011110332,1400000US12011110332,398,29,369
12011110333,1400000US12011110333,2030,121,1909
12011110333,1400000US12011110333,1115,66,1049
12011110333,1400000US12011110333,1115,66,1049
12011110333,1400000US12011110333,256,3,253
12011110333,1400000US12011110333,273,3,270
12011110333,1400000US12011110333,279,0,279
12011110333,1400000US12011110333,1010,34,976
12011110333,1400000US12011110333,808,26,782
12011110333,1400000US12011110333,496,26,470
12011110333,1400000US12011110333,432,32,400
12011110333,1400000US12011110333,432,32,400
12011110333,1400000US12011110333,212,3,209
12011110333,1400000US12011110333,229,3,226
12011110333,1400000US12011110333,683,34,649
12011110333,1400000US12011110333,683,34,649
12011110334,1400000US12011110334,1448,555,893
12011110334,1400000US12011110334,1302,518,784
12011110334,1400000US12011110334,1302,518,784
12011110334,1400000US12011110334,961,447,514
12011110334,1400000US12011110334,961,447,514
12011110335,1400000US12011110335,5146,1894,3252
12011110335,1400000US12011110335,4553,1592,2961
12011110335,1400000US12011110335,4638,1604,3034
12011110335,1400000US12011110335,1405,305,1100
12011110335,1400000US12011110335,617,143,474
12011110335,1400000US12011110335,588,121,467
12011110335,1400000US12011110335,3389,1393,1996
12011110335,1400000US12011110335,3416,1393,2023
12011110335,1400000US12011110335,1164,199,965
12011110335,1400000US12011110335,1222,211,1011
12011110336,1400000US12011110336,2483,126,2357
12011110336,1400000US12011110336,1157,81,1076
12011110336,1400000US12011110336,1182,81,1101
12011110336,1400000US12011110336,700,45,655
12011110336,1400000US12011110336,725,45,680
12011110336,1400000US12011110336,346,0,346
12011110336,1400000US12011110336,346,0,346
12011110336,1400000US12011110336,912,68,844
12011110336,1400000US12011110336,572,31,541
12011110336,1400000US12011110336,425,20,405
12011110336,1400000US12011110336,457,37,420
12011110336,1400000US12011110336,482,37,445
12011110336,1400000US12011110336,648,21,627
12011110336,1400000US12011110336,673,21,652
12011110336,1400000US12011110336,346,0,346
12011110336,1400000US12011110336,346,0,346
12011110336,1400000US12011110336,700,44,656
12011110336,1400000US12011110336,700,44,656
12011110337,1400000US12011110337,2082,103,1979
12011110337,1400000US12011110337,946,45,901
12011110337,1400000US12011110337,1035,45,990
12011110337,1400000US12011110337,798,39,759
12011110337,1400000US12011110337,862,39,823
12011110337,1400000US12011110337,544,40,504
12011110337,1400000US12011110337,605,16,589
12011110337,1400000US12011110337,674,16,658
12011110337,1400000US12011110337,771,39,732
12011110337,1400000US12011110337,809,39,770
12011110337,1400000US12011110337,341,29,312
12011110337,1400000US12011110337,361,29,332
12011110338,1400000US12011110338,1520,154,1366
12011110338,1400000US12011110338,841,141,700
12011110338,1400000US12011110338,841,141,700
12011110338,1400000US12011110338,558,13,545
12011110338,1400000US12011110338,558,13,545
12011110338,1400000US12011110338,371,11,360
12011110338,1400000US12011110338,575,130,445
12011110338,1400000US12011110338,575,130,445
12011110338,1400000US12011110338,545,13,532
12011110338,1400000US12011110338,545,13,532
12011110338,1400000US12011110338,266,11,255
12011110339,1400000US12011110339,1902,388,1514
12011110339,1400000US12011110339,1503,328,1175
12011110339,1400000US12011110339,1530,328,1202
12011110339,1400000US12011110339,498,30,468
12011110339,1400000US12011110339,1101,298,803
12011110339,1400000US12011110339,1128,298,830
12011110339,1400000US12011110339,402,30,372
12011110339,1400000US12011110339,402,30,372
12011110340,1400000US12011110340,2581,555,2026
12011110340,1400000US12011110340,1707,472,1235
12011110340,1400000US12011110340,1738,472,1266
12011110340,1400000US12011110340,755,83,672
12011110340,1400000US12011110340,786,83,703
12011110340,1400000US12011110340,446,78,368
12011110340,1400000US12011110340,230,0,230
12011110340,1400000US12011110340,1292,394,898
12011110340,1400000US12011110340,1292,394,898
12011110340,1400000US12011110340,755,83,672
12011110340,1400000US12011110340,755,83,672
12011110340,1400000US12011110340,415,78,337
12011110340,1400000US12011110340,446,78,368
12011110340,1400000US12011110340,562,83,479
12011110341,1400000US12011110341,1068,131,937
12011110341,1400000US12011110341,357,57,300
12011110341,1400000US12011110341,387,57,330
12011110341,1400000US12011110341,573,67,506
12011110341,1400000US12011110341,601,67,534
12011110341,1400000US12011110341,563,67,496
12011110341,1400000US12011110341,572,67,505
12011110342,1400000US12011110342,3067,172,2895
12011110342,1400000US12011110342,1281,90,1191
12011110342,1400000US12011110342,1334,90,1244
12011110342,1400000US12011110342,1351,82,1269
12011110342,1400000US12011110342,1418,82,1336
12011110342,1400000US12011110342,1192,40,1152
12011110342,1400000US12011110342,619,14,605
12011110342,1400000US12011110342,468,0,468
12011110342,1400000US12011110342,410,50,360
12011110342,1400000US12011110342,410,50,360
12011110342,1400000US12011110342,1319,82,1237
12011110342,1400000US12011110342,1319,82,1237
12011110342,1400000US12011110342,871,40,831
12011110342,1400000US12011110342,924,40,884
12011110342,1400000US12011110342,622,39,583
12011110343,1400000US12011110343,2347,277,2070
12011110343,1400000US12011110343,1267,178,1089
12011110343,1400000US12011110343,1276,187,1089
12011110343,1400000US12011110343,680,79,601
12011110343,1400000US12011110343,697,79,618
12011110343,1400000US12011110343,237,0,237
12011110343,1400000US12011110343,180,20,160
12011110343,1400000US12011110343,1064,130,934
12011110343,1400000US12011110343,430,44,386
12011110343,1400000US12011110343,365,64,301
12011110343,1400000US12011110343,252,40,212
12011110343,1400000US12011110343,338,68,270
12011110343,1400000US12011110343,338,68,270
12011110343,1400000US12011110343,680,79,601
12011110343,1400000US12011110343,697,79,618
12011110343,1400000US12011110343,929,110,819
12011110343,1400000US12011110343,938,119,819
12011110402,1400000US12011110402,1308,214,1094
12011110402,1400000US12011110402,307,88,219
12011110402,1400000US12011110402,307,88,219
12011110402,1400000US12011110402,958,126,832
12011110402,1400000US12011110402,958,126,832
12011110402,1400000US12011110402,930,118,812
12011110402,1400000US12011110402,930,118,812
12011110402,1400000US12011110402,601,58,543
12011110402,1400000US12011110402,222,10,212
12011110403,1400000US12011110403,1367,91,1276
12011110403,1400000US12011110403,632,35,597
12011110403,1400000US12011110403,670,35,635
12011110403,1400000US12011110403,545,56,489
12011110403,1400000US12011110403,589,56,533
12011110403,1400000US12011110403,491,0,491
12011110403,1400000US12011110403,229,35,194
12011110403,1400000US12011110403,243,35,208
12011110403,1400000US12011110403,545,56,489
12011110403,1400000US12011110403,563,56,507
12011110403,1400000US12011110403,403,0,403
12011110403,1400000US12011110403,427,0,427
12011110403,1400000US12011110403,399,40,359
12011110404,1400000US12011110404,1534,93,1441
12011110404,1400000US12011110404,629,68,561
12011110404,1400000US12011110404,661,68,593
12011110404,1400000US12011110404,775,8,767
12011110404,1400000US12011110404,775,8,767
12011110404,1400000US12011110404,503,42,461
12011110404,1400000US12011110404,295,43,252
12011110404,1400000US12011110404,295,43,252
12011110404,1400000US12011110404,711,8,703
12011110404,1400000US12011110404,711,8,703
12011110404,1400000US12011110404,334,25,309
12011110404,1400000US12011110404,366,25,341
12011110404,1400000US12011110404,566,0,566
12011110404,1400000US12011110404,311,0,311
12011110501,1400000US12011110501,875,43,832
12011110501,1400000US12011110501,290,43,247
12011110501,1400000US12011110501,369,43,326
12011110501,1400000US12011110501,427,0,427
12011110501,1400000US12011110501,506,0,506
12011110501,1400000US12011110501,427,0,427
12011110501,1400000US12011110501,473,0,473
12011110502,1400000US12011110502,1524,143,1381
12011110502,1400000US12011110502,382,58,324
12011110502,1400000US12011110502,406,58,348
12011110502,1400000US12011110502,1066,85,981
12011110502,1400000US12011110502,1066,85,981
12011110502,1400000US12011110502,1022,85,937
12011110502,1400000US12011110502,1022,85,937
12011110502,1400000US12011110502,731,40,691
12011110600,1400000US12011110600,2076,183,1893
12011110600,1400000US12011110600,1761,183,1578
12011110600,1400000US12011110600,1795,183,1612
12011110600,1400000US12011110600,543,39,504
12011110600,1400000US12011110600,283,0,283
12011110600,1400000US12011110600,1380,144,1236
12011110600,1400000US12011110600,1391,144,1247
12011110600,1400000US12011110600,381,39,342
12011110600,1400000US12011110600,404,39,365
12013010100,1400000US12013010100,841,153,688
12013010100,1400000US12013010100,772,137,635
12013010100,1400000US12013010100,777,137,640
12013010100,1400000US12013010100,767,137,630
12013010100,1400000US12013010100,772,137,635
12013010200,1400000US12013010200,1428,275,1153
12013010200,1400000US12013010200,1343,249,1094
12013010200,1400000US12013010200,1423,275,1148
12013010200,1400000US12013010200,1331,237,1094
12013010200,1400000US12013010200,1411,263,1148
12013010300,1400000US12013010300,2496,620,1876
12013010300,1400000US12013010300,1824,526,1298
12013010300,1400000US12013010300,1876,578,1298
12013010300,1400000US12013010300,517,42,475
12013010300,1400000US12013010300,517,42,475
12013010300,1400000US12013010300,1806,526,1280
12013010300,1400000US12013010300,1858,578,1280
12013010300,1400000US12013010300,482,42,440
12013010300,1400000US12013010300,482,42,440
12013010300,1400000US12013010300,303,120,183
12013010300,1400000US12013010300,288,22,266
12013010300,1400000US12013010300,422,135,287
12013010300,1400000US12013010300,301,178,123
12015010100,1400000US12015010100,1126,293,833
12015010100,1400000US12015010100,1100,293,807
12015010100,1400000US12015010100,1106,293,813
12015010100,1400000US12015010100,11,0,11
12015010100,1400000US12015010100,11,0,11
12015010100,1400000US12015010100,1087,293,794
12015010100,1400000US12015010100,1093,293,800
12015010100,1400000US12015010100,11,0,11
12015010100,1400000US12015010100,11,0,11
12015010200,1400000US12015010200,2217,637,1580
12015010200,1400000US12015010200,2120,637,1483
12015010200,1400000US12015010200,2191,637,1554
12015010200,1400000US12015010200,2104,637,1467
12015010200,1400000US12015010200,2175,637,1538
12015010200,1400000US12015010200,425,175,250
12015010301,1400000US12015010301,1402,409,993
12015010301,1400000US12015010301,1360,409,951
12015010301,1400000US12015010301,1360,409,951
12015010301,1400000US12015010301,1308,409,899
12015010301,1400000US12015010301,1308,409,899
12015010302,1400000US12015010302,1566,403,1163
12015010302,1400000US12015010302,1357,378,979
12015010302,1400000US12015010302,1357,378,979
12015010302,1400000US12015010302,1278,378,900
12015010302,1400000US12015010302,1278,378,900
12015010401,1400000US12015010401,1286,580,706
12015010401,1400000US12015010401,1280,574,706
12015010401,1400000US12015010401,1280,574,706
12015010401,1400000US12015010401,1270,574,696
12015010401,1400000US12015010401,1270,574,696
12015010402,1400000US12015010402,1262,615,647
12015010402,1400000US12015010402,1182,604,578
12015010402,1400000US12015010402,1209,604,605
12015010402,1400000US12015010402,1182,604,578
12015010402,1400000US12015010402,1209,604,605
12015010403,1400000US12015010403,1010,503,507
12015010403,1400000US12015010403,906,503,403
12015010403,1400000US12015010403,906,503,403
12015010403,1400000US12015010403,869,503,366
12015010403,1400000US12015010403,869,503,366
12015010404,1400000US12015010404,1997,1212,785
12015010404,1400000US12015010404,1912,1187,725
12015010404,1400000US12015010404,1937,1212,725
12015010404,1400000US12015010404,1890,1177,713
12015010404,1400000US12015010404,1915,1202,713
12015010404,1400000US12015010404,509,255,254
12015010501,1400000US12015010501,1992,832,1160
12015010501,1400000US12015010501,1930,784,1146
12015010501,1400000US12015010501,1992,832,1160
12015010501,1400000US12015010501,1930,784,1146
12015010501,1400000US12015010501,1992,832,1160
12015010501,1400000US12015010501,293,99,194
12015010502,1400000US12015010502,3089,1242,1847
12015010502,1400000US12015010502,3049,1236,1813
12015010502,1400000US12015010502,3061,1236,1825
12015010502,1400000US12015010502,3004,1191,1813
12015010502,1400000US12015010502,3016,1191,1825
12015010502,1400000US12015010502,437,252,185
12015010502,1400000US12015010502,676,324,352
12015010502,1400000US12015010502,683,347,336
12015010502,1400000US12015010502,516,136,380
12015020101,1400000US12015020101,2941,874,2067
12015020101,1400000US12015020101,2553,790,1763
12015020101,1400000US12015020101,2608,805,1803
12015020101,1400000US12015020101,2408,756,1652
12015020101,1400000US12015020101,2449,771,1678
12015020101,1400000US12015020101,382,127,255
12015020101,1400000US12015020101,447,168,279
12015020101,1400000US12015020101,384,57,327
12015020101,1400000US12015020101,355,51,304
12015020101,1400000US12015020101,388,54,334
12015020103,1400000US12015020103,2231,687,1544
12015020103,1400000US12015020103,1839,544,1295
12015020103,1400000US12015020103,1893,544,1349
12015020103,1400000US12015020103,1839,544,1295
12015020103,1400000US12015020103,1893,544,1349
12015020103,1400000US12015020103,430,174,256
12015020103,1400000US12015020103,391,71,320
12015020104,1400000US12015020104,960,409,551
12015020104,1400000US12015020104,922,389,533
12015020104,1400000US12015020104,942,409,533
12015020104,1400000US12015020104,896,389,507
12015020104,1400000US12015020104,908,401,507
12015020201,1400000US12015020201,3043,954,2089
12015020201,1400000US12015020201,2475,709,1766
12015020201,1400000US12015020201,2496,709,1787
12015020201,1400000US12015020201,456,229,227
12015020201,1400000US12015020201,470,229,241
12015020201,1400000US12015020201,2366,709,1657
12015020201,1400000US12015020201,2387,709,1678
12015020201,1400000US12015020201,446,229,217
12015020201,1400000US12015020201,460,229,231
12015020201,1400000US12015020201,404,147,257
12015020201,1400000US12015020201,544,126,418
12015020201,1400000US12015020201,382,97,285
12015020201,1400000US12015020201,389,92,297
12015020202,1400000US12015020202,2991,831,2160
12015020202,1400000US12015020202,2554,734,1820
12015020202,1400000US12015020202,2574,734,1840
12015020202,1400000US12015020202,2338,734,1604
12015020202,1400000US12015020202,2358,734,1624
12015020202,1400000US12015020202,312,153,159
12015020202,1400000US12015020202,414,185,229
12015020301,1400000US12015020301,2568,963,1605
12015020301,1400000US12015020301,2361,938,1423
12015020301,1400000US12015020301,2375,938,1437
12015020301,1400000US12015020301,2187,830,1357
12015020301,1400000US12015020301,2201,830,1371
12015020301,1400000US12015020301,379,97,282
12015020302,1400000US12015020302,1538,314,1224
12015020302,1400000US12015020302,1272,292,980
12015020302,1400000US12015020302,1325,314,1011
12015020302,1400000US12015020302,1214,281,933
12015020302,1400000US12015020302,1240,303,937
12015020302,1400000US12015020302,284,60,224
12015020303,1400000US12015020303,1976,589,1387
12015020303,1400000US12015020303,1825,523,1302
12015020303,1400000US12015020303,1825,523,1302
12015020303,1400000US12015020303,1825,523,1302
12015020303,1400000US12015020303,1825,523,1302
12015020303,1400000US12015020303,487,139,348
12015020303,1400000US12015020303,391,102,289
12015020400,1400000US12015020400,3461,1222,2239
12015020400,1400000US12015020400,3141,1121,2020
12015020400,1400000US12015020400,3152,1132,2020
12015020400,1400000US12015020400,3108,1121,1987
12015020400,1400000US12015020400,3119,1132,1987
12015020400,1400000US12015020400,530,283,247
12015020400,1400000US12015020400,712,282,430
12015020400,1400000US12015020400,595,160,435
12015020400,1400000US12015020400,433,87,346
12015020400,1400000US12015020400,381,160,221
12015020501,1400000US12015020501,2078,772,1306
12015020501,1400000US12015020501,1843,710,1133
12015020501,1400000US12015020501,1843,710,1133
12015020501,1400000US12015020501,1795,702,1093
12015020501,1400000US12015020501,1795,702,1093
12015020501,1400000US12015020501,390,171,219
12015020502,1400000US12015020502,615,286,329
12015020502,1400000US12015020502,577,286,291
12015020502,1400000US12015020502,603,286,317
12015020502,1400000US12015020502,562,286,276
12015020502,1400000US12015020502,562,286,276
12015020601,1400000US12015020601,1194,400,794
12015020601,1400000US12015020601,1086,369,717
12015020601,1400000US12015020601,1125,369,756
12015020601,1400000US12015020601,1048,358,690
12015020601,1400000US12015020601,1072,358,714
12015020602,1400000US12015020602,1589,512,1077
12015020602,1400000US12015020602,1500,497,1003
12015020602,1400000US12015020602,1500,497,1003
12015020602,1400000US12015020602,1446,497,949
12015020602,1400000US12015020602,1446,497,949
12015020700,1400000US12015020700,2407,792,1615
12015020700,1400000US12015020700,2120,725,1395
12015020700,1400000US12015020700,2170,725,1445
12015020700,1400000US12015020700,1983,714,1269
12015020700,1400000US12015020700,2033,714,1319
12015020800,1400000US12015020800,1720,297,1423
12015020800,1400000US12015020800,1414,235,1179
12015020800,1400000US12015020800,1434,235,1199
12015020800,1400000US12015020800,1276,206,1070
12015020800,1400000US12015020800,1296,206,1090
12015020800,1400000US12015020800,350,75,275
12015020900,1400000US12015020900,2479,537,1942
12015020900,1400000US12015020900,2136,499,1637
12015020900,1400000US12015020900,2174,499,1675
12015020900,1400000US12015020900,2023,475,1548
12015020900,1400000US12015020900,2036,475,1561
12015020900,1400000US12015020900,444,60,384
12015021001,1400000US12015021001,612,140,472
12015021001,1400000US12015021001,567,140,427
12015021001,1400000US12015021001,567,140,427
12015021001,1400000US12015021001,555,128,427
12015021001,1400000US12015021001,555,128,427
12015021002,1400000US12015021002,1286,763,523
12015021002,1400000US12015021002,1255,740,515
12015021002,1400000US12015021002,1255,740,515
12015021002,1400000US12015021002,1246,740,506
12015021002,1400000US12015021002,1246,740,506
12015021003,1400000US12015021003,1696,576,1120
12015021003,1400000US12015021003,1611,563,1048
12015021003,1400000US12015021003,1625,563,1062
12015021003,1400000US12015021003,1543,563,980
12015021003,1400000US12015021003,1557,563,994
12015030100,1400000US12015030100,2432,820,1612
12015030100,1400000US12015030100,2328,794,1534
12015030100,1400000US12015030100,2328,794,1534
12015030100,1400000US12015030100,2273,768,1505
12015030100,1400000US12015030100,2273,768,1505
12015030100,1400000US12015030100,527,264,263
12015030100,1400000US12015030100,356,135,221
12015030200,1400000US12015030200,3309,956,2353
12015030200,1400000US12015030200,3297,956,2341
12015030200,1400000US12015030200,3297,956,2341
12015030200,1400000US12015030200,3261,956,2305
12015030200,1400000US12015030200,3261,956,2305
12015030200,1400000US12015030200,518,143,375
12015030200,1400000US12015030200,779,306,473
12015030200,1400000US12015030200,589,215,374
12015030301,1400000US12015030301,1409,623,786
12015030301,1400000US12015030301,1409,623,786
12015030301,1400000US12015030301,1409,623,786
12015030301,1400000US12015030301,1409,623,786
12015030301,1400000US12015030301,1409,623,786
12015030302,1400000US12015030302,2165,1227,938
12015030302,1400000US12015030302,2099,1215,884
12015030302,1400000US12015030302,2165,1227,938
12015030302,1400000US12015030302,2081,1215,866
12015030302,1400000US12015030302,2147,1227,920
12015030302,1400000US12015030302,426,254,172
12015030302,1400000US12015030302,693,481,212
12015030401,1400000US12015030401,1026,416,610
12015030401,1400000US12015030401,1026,416,610
12015030401,1400000US12015030401,1026,416,610
12015030401,1400000US12015030401,1002,416,586
12015030401,1400000US12015030401,1002,416,586
12015030402,1400000US12015030402,746,185,561
12015030402,1400000US12015030402,746,185,561
12015030402,1400000US12015030402,746,185,561
12015030402,1400000US12015030402,746,185,561
12015030402,1400000US12015030402,746,185,561
12015030501,1400000US12015030501,1424,486,938
12015030501,1400000US12015030501,1424,486,938
12015030501,1400000US12015030501,1424,486,938
12015030501,1400000US12015030501,1424,486,938
12015030501,1400000US12015030501,1424,486,938
12015030502,1400000US12015030502,2385,857,1528
12015030502,1400000US12015030502,2324,857,1467
12015030502,1400000US12015030502,2324,857,1467
12015030502,1400000US12015030502,2324,857,1467
12015030502,1400000US12015030502,2324,857,1467
12015030502,1400000US12015030502,409,150,259
12015030502,1400000US12015030502,630,151,479
12015030502,1400000US12015030502,437,151,286
12015030503,1400000US12015030503,2763,1310,1453
12015030503,1400000US12015030503,2763,1310,1453
12015030503,1400000US12015030503,2763,1310,1453
12015030503,1400000US12015030503,2730,1297,1433
12015030503,1400000US12015030503,2730,1297,1433
12015030503,1400000US12015030503,469,270,199
12015030503,1400000US12015030503,568,369,199
12015030503,1400000US12015030503,399,181,218
12015030503,1400000US12015030503,371,176,195
12017450101,1400000US12017450101,2536,1094,1442
12017450101,1400000US12017450101,2343,983,1360
12017450101,1400000US12017450101,2367,983,1384
12017450101,1400000US12017450101,2294,960,1334
12017450101,1400000US12017450101,2318,960,1358
12017450101,1400000US12017450101,652,329,323
12017450101,1400000US12017450101,460,272,188
12017450102,1400000US12017450102,2117,648,1469
12017450102,1400000US12017450102,1950,626,1324
12017450102,1400000US12017450102,1968,626,1342
12017450102,1400000US12017450102,1937,613,1324
12017450102,1400000US12017450102,1955,613,1342
12017450102,1400000US12017450102,398,163,235
12017450201,1400000US12017450201,1676,491,1185
12017450201,1400000US12017450201,1580,491,1089
12017450201,1400000US12017450201,1580,491,1089
12017450201,1400000US12017450201,1526,475,1051
12017450201,1400000US12017450201,1526,475,1051
12017450202,1400000US12017450202,2424,924,1500
12017450202,1400000US12017450202,2225,844,1381
12017450202,1400000US12017450202,2244,844,1400
12017450202,1400000US12017450202,2155,824,1331
12017450202,1400000US12017450202,2155,824,1331
12017450202,1400000US12017450202,466,136,330
12017450302,1400000US12017450302,2809,1108,1701
12017450302,1400000US12017450302,2605,1027,1578
12017450302,1400000US12017450302,2636,1027,1609
12017450302,1400000US12017450302,2466,1001,1465
12017450302,1400000US12017450302,2497,1001,1496
12017450302,1400000US12017450302,346,190,156
12017450302,1400000US12017450302,601,225,376
12017450302,1400000US12017450302,477,186,291
12017450302,1400000US12017450302,477,122,355
12017450303,1400000US12017450303,2649,883,1766
12017450303,1400000US12017450303,2510,883,1627
12017450303,1400000US12017450303,2535,883,1652
12017450303,1400000US12017450303,2472,883,1589
12017450303,1400000US12017450303,2472,883,1589
12017450303,1400000US12017450303,438,198,240
12017450303,1400000US12017450303,613,114,499
12017450304,1400000US12017450304,3788,1600,2188
12017450304,1400000US12017450304,3592,1480,2112
12017450304,1400000US12017450304,3602,1490,2112
12017450304,1400000US12017450304,3488,1445,2043
12017450304,1400000US12017450304,3498,1455,2043
12017450304,1400000US12017450304,654,341,313
12017450304,1400000US12017450304,828,391,437
12017450304,1400000US12017450304,608,215,393
12017450304,1400000US12017450304,388,280,108
12017450304,1400000US12017450304,543,124,419
12017450400,1400000US12017450400,2758,833,1925
12017450400,1400000US12017450400,2689,820,1869
12017450400,1400000US12017450400,2689,820,1869
12017450400,1400000US12017450400,2605,820,1785
12017450400,1400000US12017450400,2605,820,1785
12017450400,1400000US12017450400,469,130,339
12017450400,1400000US12017450400,499,168,331
12017450400,1400000US12017450400,520,140,380
12017450400,1400000US12017450400,631,199,432
