Id2,Id,Estimate; Total:,Estimate; Total: - Less than 5 minutes,Estimate; Total: - 5 to 9 minutes,Estimate; Total: - 10 to 14 minutes,Estimate; Total: - 15 to 19 minutes,Estimate; Total: - 20 to 24 minutes,Estimate; Total: - 25 to 29 minutes,Estimate; Total: - 30 to 34 minutes,Estimate; Total: - 35 to 39 minutes,Estimate; Total: - 40 to 44 minutes,Estimate; Total: - 45 to 59 minutes,Estimate; Total: - 60 to 89 minutes,Estimate; Total: - 90 or more minutes
12011020312,1400000US12011020312,407,26,0,37,62,11,43,50,10,51,51,55,11
12011020312,1400000US12011020312,407,26,0,37,62,11,43,50,10,51,51,55,11
12011020312,1400000US12011020312,588,18,42,32,121,16,29,142,11,28,40,66,43
12011020312,1400000US12011020312,1134,43,105,229,140,95,69,155,18,33,220,27,0
12011020312,1400000US12011020312,1142,43,105,237,140,95,69,155,18,33,220,27,0
12011020313,1400000US12011020313,2928,34,176,350,538,313,149,569,128,238,258,144,31
12011020313,1400000US12011020313,2278,34,176,288,359,302,136,386,64,100,258,144,31
12011020313,1400000US12011020313,2303,34,176,288,359,302,136,411,64,100,258,144,31
12011020313,1400000US12011020313,895,26,34,71,128,166,33,137,0,77,93,110,20
12011020313,1400000US12011020313,1425,8,142,217,262,147,103,249,64,23,165,34,11
12011020313,1400000US12011020313,1450,8,142,217,262,147,103,274,64,23,165,34,11
12011020313,1400000US12011020313,853,26,34,71,97,155,33,137,0,77,93,110,20
12011020313,1400000US12011020313,853,26,34,71,97,155,33,137,0,77,93,110,20
12011020314,1400000US12011020314,2448,90,328,264,407,217,185,313,97,125,191,147,84
12011020314,1400000US12011020314,1970,34,178,245,360,178,154,305,43,125,143,147,58
12011020314,1400000US12011020314,1996,34,178,245,360,178,154,305,43,125,143,147,84
12011020314,1400000US12011020314,532,0,32,30,101,44,0,94,10,56,64,101,0
12011020314,1400000US12011020314,418,0,32,19,63,44,0,94,10,38,17,101,0
12011020314,1400000US12011020314,1497,34,178,234,259,134,154,219,33,69,79,46,58
12011020314,1400000US12011020314,1523,34,178,234,259,134,154,219,33,69,79,46,84
12011020314,1400000US12011020314,473,0,0,11,101,44,0,86,10,56,64,101,0
12011020314,1400000US12011020314,473,0,0,11,101,44,0,86,10,56,64,101,0
12011020315,1400000US12011020315,2317,56,167,219,378,260,138,451,164,62,280,139,3
12011020315,1400000US12011020315,1787,43,120,207,241,234,121,298,145,62,212,101,3
12011020315,1400000US12011020315,1830,43,120,207,275,234,121,307,145,62,212,101,3
12011020315,1400000US12011020315,509,13,39,0,55,52,52,64,58,17,52,107,0
12011020315,1400000US12011020315,1420,43,96,207,216,208,69,267,87,45,160,19,3
12011020315,1400000US12011020315,1454,43,96,207,250,208,69,267,87,45,160,19,3
12011020315,1400000US12011020315,260,15,24,28,22,34,9,72,9,0,47,0,0
12011020315,1400000US12011020315,233,0,28,32,10,6,23,54,30,8,33,9,0
12011020316,1400000US12011020316,2255,10,130,483,269,262,204,366,39,106,273,106,7
12011020316,1400000US12011020316,1815,10,120,412,202,226,136,358,30,106,127,81,7
12011020316,1400000US12011020316,1822,10,120,412,202,226,143,358,30,106,127,81,7
12011020316,1400000US12011020316,556,0,3,112,33,78,30,186,0,15,50,42,7
12011020316,1400000US12011020316,1279,10,117,300,169,161,113,172,30,91,77,39,0
12011020316,1400000US12011020316,1279,10,117,300,169,161,113,172,30,91,77,39,0
12011020316,1400000US12011020316,536,0,3,112,33,65,23,186,0,15,50,42,7
12011020316,1400000US12011020316,543,0,3,112,33,65,30,186,0,15,50,42,7
12011020316,1400000US12011020316,271,10,0,60,9,26,28,38,0,25,75,0,0
12011020317,1400000US12011020317,1685,26,134,205,269,250,216,120,66,176,95,120,8
12011020317,1400000US12011020317,1471,12,125,197,257,201,150,105,66,152,78,120,8
12011020317,1400000US12011020317,1478,12,125,197,257,201,150,105,66,159,78,120,8
12011020317,1400000US12011020317,1097,12,125,183,222,99,87,95,66,111,62,27,8
12011020317,1400000US12011020317,1104,12,125,183,222,99,87,95,66,118,62,27,8
12011020318,1400000US12011020318,4168,68,319,762,362,650,257,825,216,80,400,159,70
12011020318,1400000US12011020318,3249,68,192,584,232,504,224,732,149,66,297,131,70
12011020318,1400000US12011020318,3354,68,192,612,281,504,224,760,149,66,297,131,70
12011020318,1400000US12011020318,932,0,42,78,162,302,34,212,26,0,76,0,0
12011020318,1400000US12011020318,696,0,18,49,162,206,18,180,18,0,45,0,0
12011020318,1400000US12011020318,2541,68,150,555,149,269,208,531,123,66,221,131,70
12011020318,1400000US12011020318,2569,68,150,555,149,269,208,559,123,66,221,131,70
12011020318,1400000US12011020318,708,0,42,29,83,235,16,201,26,0,76,0,0
12011020318,1400000US12011020318,785,0,42,57,132,235,16,201,26,0,76,0,0
12011020318,1400000US12011020318,409,12,31,87,52,40,0,84,9,0,60,34,0
12011020319,1400000US12011020319,2928,35,210,329,322,255,140,536,122,115,415,413,36
12011020319,1400000US12011020319,2512,35,179,274,301,235,140,419,122,96,298,377,36
12011020319,1400000US12011020319,2512,35,179,274,301,235,140,419,122,96,298,377,36
12011020319,1400000US12011020319,2161,35,179,257,249,203,140,402,100,51,226,300,19
12011020319,1400000US12011020319,2161,35,179,257,249,203,140,402,100,51,226,300,19
12011020319,1400000US12011020319,585,16,42,27,80,23,29,83,27,14,133,111,0
12011020320,1400000US12011020320,3058,172,633,308,257,305,128,541,157,117,277,146,17
12011020320,1400000US12011020320,2143,122,500,215,175,200,83,308,82,81,258,102,17
12011020320,1400000US12011020320,2183,122,519,215,186,200,83,318,82,81,258,102,17
12011020320,1400000US12011020320,949,105,198,73,77,110,18,307,23,23,0,15,0
12011020320,1400000US12011020320,707,105,159,26,45,110,18,206,0,23,0,15,0
12011020320,1400000US12011020320,1705,67,390,152,141,187,69,174,82,81,258,87,17
12011020320,1400000US12011020320,1705,67,390,152,141,187,69,174,82,81,258,87,17
12011020320,1400000US12011020320,438,55,110,63,34,13,14,134,0,0,0,15,0
12011020320,1400000US12011020320,478,55,129,63,45,13,14,144,0,0,0,15,0
12011020321,1400000US12011020321,917,37,45,155,119,99,57,66,37,98,159,45,0
12011020321,1400000US12011020321,796,37,45,115,111,88,28,66,37,89,149,31,0
12011020321,1400000US12011020321,815,37,45,115,111,88,28,66,37,98,159,31,0
12011020321,1400000US12011020321,785,37,45,115,111,88,28,66,26,89,149,31,0
12011020321,1400000US12011020321,804,37,45,115,111,88,28,66,26,98,159,31,0
12011020322,1400000US12011020322,1568,45,185,213,240,276,35,251,60,37,178,34,14
12011020322,1400000US12011020322,1465,45,167,197,204,266,35,241,60,37,178,21,14
12011020322,1400000US12011020322,1465,45,167,197,204,266,35,241,60,37,178,21,14
12011020322,1400000US12011020322,1255,45,167,197,169,196,24,181,49,37,165,11,14
12011020322,1400000US12011020322,1255,45,167,197,169,196,24,181,49,37,165,11,14
12011020322,1400000US12011020322,260,16,37,29,77,49,0,10,25,10,7,0,0
12011020323,1400000US12011020323,1429,61,70,65,251,227,51,405,63,35,180,12,9
12011020323,1400000US12011020323,1135,47,36,62,229,168,51,340,25,35,121,12,9
12011020323,1400000US12011020323,1135,47,36,62,229,168,51,340,25,35,121,12,9
12011020323,1400000US12011020323,472,12,32,16,61,70,20,234,17,0,10,0,0
12011020323,1400000US12011020323,711,35,26,49,168,106,31,121,8,35,111,12,9
12011020323,1400000US12011020323,711,35,26,49,168,106,31,121,8,35,111,12,9
12011020324,1400000US12011020324,3005,104,210,196,603,421,148,720,64,92,202,174,71
12011020324,1400000US12011020324,2102,91,142,145,479,266,67,508,29,78,128,113,56
12011020324,1400000US12011020324,2113,91,142,145,479,277,67,508,29,78,128,113,56
12011020324,1400000US12011020324,741,13,56,9,124,136,81,137,35,14,60,61,15
12011020324,1400000US12011020324,741,13,56,9,124,136,81,137,35,14,60,61,15
12011020324,1400000US12011020324,704,22,49,11,226,90,31,193,0,14,44,0,24
12011020324,1400000US12011020324,1460,69,105,145,253,176,36,326,29,78,98,113,32
12011020324,1400000US12011020324,1471,69,105,145,253,187,36,326,29,78,98,113,32
12011020324,1400000US12011020324,727,13,56,9,124,136,81,137,35,0,60,61,15
12011020324,1400000US12011020324,727,13,56,9,124,136,81,137,35,0,60,61,15
12011020324,1400000US12011020324,642,22,37,0,226,90,31,182,0,0,30,0,24
12011020324,1400000US12011020324,642,22,37,0,226,90,31,182,0,0,30,0,24
12011020325,1400000US12011020325,1116,35,123,202,71,109,12,327,46,50,62,59,20
12011020325,1400000US12011020325,745,2,82,105,71,69,12,265,30,17,51,32,9
12011020325,1400000US12011020325,745,2,82,105,71,69,12,265,30,17,51,32,9
12011020325,1400000US12011020325,595,0,82,95,57,36,12,209,16,17,39,32,0
12011020325,1400000US12011020325,595,0,82,95,57,36,12,209,16,17,39,32,0
12011020326,1400000US12011020326,2896,77,219,390,168,285,106,689,95,108,344,267,148
12011020326,1400000US12011020326,1686,41,158,97,95,131,92,350,95,80,223,188,136
12011020326,1400000US12011020326,1686,41,158,97,95,131,92,350,95,80,223,188,136
12011020326,1400000US12011020326,838,36,44,84,58,154,14,221,0,28,108,79,12
12011020326,1400000US12011020326,853,36,44,84,73,154,14,221,0,28,108,79,12
12011020326,1400000US12011020326,788,0,123,68,15,46,57,187,0,15,74,78,125
12011020326,1400000US12011020326,971,41,52,45,95,85,35,175,95,65,162,110,11
12011020326,1400000US12011020326,971,41,52,45,95,85,35,175,95,65,162,110,11
12011020326,1400000US12011020326,811,36,44,84,43,154,14,209,0,28,108,79,12
12011020326,1400000US12011020326,826,36,44,84,58,154,14,209,0,28,108,79,12
12011020326,1400000US12011020326,715,0,106,52,0,46,57,175,0,15,61,78,125
12011020326,1400000US12011020326,715,0,106,52,0,46,57,175,0,15,61,78,125
12011020404,1400000US12011020404,3970,31,375,201,722,628,269,959,81,83,282,203,136
12011020404,1400000US12011020404,1039,31,215,51,143,124,19,194,6,60,55,46,95
12011020404,1400000US12011020404,1039,31,215,51,143,124,19,194,6,60,55,46,95
12011020404,1400000US12011020404,2382,0,136,120,485,413,176,616,65,14,175,141,41
12011020404,1400000US12011020404,2392,0,136,120,495,413,176,616,65,14,175,141,41
12011020404,1400000US12011020404,743,0,109,37,153,52,62,155,0,50,63,62,0
12011020404,1400000US12011020404,565,31,106,14,52,83,13,127,6,10,28,0,95
12011020404,1400000US12011020404,565,31,106,14,52,83,13,127,6,10,28,0,95
12011020404,1400000US12011020404,2366,0,136,120,469,413,176,616,65,14,175,141,41
12011020404,1400000US12011020404,2366,0,136,120,469,413,176,616,65,14,175,141,41
12011020404,1400000US12011020404,474,0,109,37,91,41,6,67,0,50,27,46,0
12011020404,1400000US12011020404,474,0,109,37,91,41,6,67,0,50,27,46,0
12011020404,1400000US12011020404,1346,0,60,13,350,175,76,370,46,23,81,111,41
12011020404,1400000US12011020404,786,0,29,13,226,153,17,182,36,14,51,65,0
12011020405,1400000US12011020405,2215,21,73,214,410,431,156,487,18,31,211,138,25
12011020405,1400000US12011020405,874,0,51,64,212,153,84,144,18,0,53,70,25
12011020405,1400000US12011020405,897,0,58,64,220,153,84,152,18,0,53,70,25
12011020405,1400000US12011020405,891,21,15,129,108,184,51,242,0,31,69,41,0
12011020405,1400000US12011020405,891,21,15,129,108,184,51,242,0,31,69,41,0
12011020405,1400000US12011020405,966,0,44,41,212,193,62,201,12,0,99,77,25
12011020405,1400000US12011020405,567,0,44,34,102,167,21,118,12,0,10,34,25
12011020405,1400000US12011020405,333,0,14,31,78,54,43,44,6,0,43,20,0
12011020405,1400000US12011020405,333,0,14,31,78,54,43,44,6,0,43,20,0
12011020405,1400000US12011020405,891,21,15,129,108,184,51,242,0,31,69,41,0
12011020405,1400000US12011020405,891,21,15,129,108,184,51,242,0,31,69,41,0
12011020405,1400000US12011020405,541,0,37,33,134,99,41,100,12,0,10,50,25
12011020405,1400000US12011020405,564,0,44,33,142,99,41,108,12,0,10,50,25
12011020405,1400000US12011020405,679,0,0,97,60,180,51,207,0,7,36,41,0
12011020405,1400000US12011020405,295,0,0,45,38,38,0,132,0,7,21,14,0
12011020406,1400000US12011020406,3341,29,264,284,488,613,220,497,122,168,323,256,77
12011020406,1400000US12011020406,2187,29,138,172,387,336,185,274,108,154,229,142,33
12011020406,1400000US12011020406,2199,29,138,172,387,348,185,274,108,154,229,142,33
12011020406,1400000US12011020406,517,0,59,87,77,76,0,186,14,0,0,18,0
12011020406,1400000US12011020406,1179,0,119,44,110,274,124,105,28,70,111,150,44
12011020406,1400000US12011020406,795,0,52,30,81,171,81,91,28,52,29,136,44
12011020406,1400000US12011020406,1592,29,86,142,301,263,88,184,80,98,200,88,33
12011020406,1400000US12011020406,1592,29,86,142,301,263,88,184,80,98,200,88,33
12011020406,1400000US12011020406,517,0,59,87,77,76,0,186,14,0,0,18,0
12011020406,1400000US12011020406,595,0,52,30,86,73,97,90,28,56,29,54,0
12011020406,1400000US12011020406,607,0,52,30,86,85,97,90,28,56,29,54,0
12011020407,1400000US12011020407,3360,10,171,394,289,551,205,1048,129,64,223,276,0
12011020407,1400000US12011020407,1289,10,101,115,149,323,84,276,43,37,40,111,0
12011020407,1400000US12011020407,1343,10,101,115,149,323,84,276,68,37,69,111,0
12011020407,1400000US12011020407,1643,0,51,222,68,182,92,719,61,0,132,116,0
12011020407,1400000US12011020407,1732,0,51,254,85,195,105,719,61,14,132,116,0
12011020407,1400000US12011020407,611,0,59,56,82,133,10,101,25,15,43,87,0
12011020407,1400000US12011020407,860,10,42,84,78,223,74,185,43,22,26,73,0
12011020407,1400000US12011020407,860,10,42,84,78,223,74,185,43,22,26,73,0
12011020407,1400000US12011020407,1643,0,51,222,68,182,92,719,61,0,132,116,0
12011020407,1400000US12011020407,1732,0,51,254,85,195,105,719,61,14,132,116,0
12011020407,1400000US12011020407,429,0,59,31,71,100,10,91,0,15,14,38,0
12011020407,1400000US12011020407,483,0,59,31,71,100,10,91,25,15,43,38,0
12011020407,1400000US12011020407,1498,0,70,228,60,145,73,630,61,14,119,98,0
12011020407,1400000US12011020407,729,0,0,42,23,107,20,354,0,0,119,64,0
12011020409,1400000US12011020409,2106,0,93,374,191,310,46,476,146,151,177,65,77
12011020409,1400000US12011020409,1596,0,57,312,129,255,33,429,120,117,99,24,21
12011020409,1400000US12011020409,1664,0,57,312,157,274,33,429,120,117,120,24,21
12011020409,1400000US12011020409,657,0,56,51,68,80,0,173,58,25,97,28,21
12011020409,1400000US12011020409,497,0,36,29,57,42,0,145,58,18,63,28,21
12011020409,1400000US12011020409,1205,0,37,298,114,193,33,266,88,92,60,24,0
12011020409,1400000US12011020409,1224,0,37,298,114,212,33,266,88,92,60,24,0
12011020409,1400000US12011020409,440,0,20,14,43,62,0,163,32,25,60,0,21
12011020409,1400000US12011020409,200,0,14,65,0,16,17,60,0,0,28,0,0
12011020409,1400000US12011020409,208,0,0,0,0,86,17,55,14,19,17,0,0
12011020411,1400000US12011020411,2720,22,213,324,110,400,61,868,57,127,378,130,30
12011020411,1400000US12011020411,1989,22,196,180,101,300,61,673,57,106,156,107,30
12011020411,1400000US12011020411,2044,22,196,205,101,300,61,673,57,106,186,107,30
12011020411,1400000US12011020411,736,0,107,89,30,60,0,268,0,52,74,42,14
12011020411,1400000US12011020411,1497,22,89,137,80,294,61,443,57,54,156,88,16
12011020411,1400000US12011020411,1497,22,89,137,80,294,61,443,57,54,156,88,16
12011020411,1400000US12011020411,492,0,107,43,21,6,0,230,0,52,0,19,14
12011020411,1400000US12011020411,547,0,107,68,21,6,0,230,0,52,30,19,14
12011020412,1400000US12011020412,1689,21,38,91,116,190,102,516,78,238,140,152,7
12011020412,1400000US12011020412,844,0,10,48,62,99,92,323,36,157,0,10,7
12011020412,1400000US12011020412,978,0,10,48,62,99,92,323,36,157,66,78,7
12011020412,1400000US12011020412,807,0,10,48,62,99,92,286,36,157,0,10,7
12011020412,1400000US12011020412,807,0,10,48,62,99,92,286,36,157,0,10,7
12011020412,1400000US12011020412,583,0,10,38,62,75,42,162,20,157,0,10,7
12011020413,1400000US12011020413,3488,68,231,392,399,685,210,878,47,134,257,85,102
12011020413,1400000US12011020413,1359,0,89,265,177,177,75,377,32,59,35,34,39
12011020413,1400000US12011020413,1398,0,89,265,177,186,75,377,32,59,49,50,39
12011020413,1400000US12011020413,1790,0,22,127,205,499,135,446,15,60,183,35,63
12011020413,1400000US12011020413,1804,0,22,127,205,499,135,446,15,60,197,35,63
12011020413,1400000US12011020413,602,0,62,146,31,74,0,204,0,24,27,34,0
12011020413,1400000US12011020413,780,0,27,119,146,103,75,196,32,35,8,0,39
12011020413,1400000US12011020413,819,0,27,119,146,112,75,196,32,35,22,16,39
12011020413,1400000US12011020413,1767,0,22,127,205,499,135,423,15,60,183,35,63
12011020413,1400000US12011020413,1781,0,22,127,205,499,135,423,15,60,197,35,63
12011020413,1400000US12011020413,579,0,62,146,31,74,0,181,0,24,27,34,0
12011020413,1400000US12011020413,579,0,62,146,31,74,0,181,0,24,27,34,0
12011020413,1400000US12011020413,974,0,22,120,41,360,28,250,0,25,66,22,40
12011020413,1400000US12011020413,623,0,22,70,35,177,28,185,0,0,66,0,40
12011020414,1400000US12011020414,1649,0,182,108,173,375,165,238,115,66,187,40,0
12011020414,1400000US12011020414,1276,0,114,80,156,346,103,139,109,66,136,27,0
12011020414,1400000US12011020414,1276,0,114,80,156,346,103,139,109,66,136,27,0
12011020414,1400000US12011020414,655,0,50,28,113,129,47,122,65,27,42,32,0
12011020414,1400000US12011020414,782,0,105,69,52,217,56,98,44,39,94,8,0
12011020414,1400000US12011020414,782,0,105,69,52,217,56,98,44,39,94,8,0
12011020414,1400000US12011020414,494,0,9,11,104,129,47,41,65,27,42,19,0
12011020414,1400000US12011020414,494,0,9,11,104,129,47,41,65,27,42,19,0
12011020415,1400000US12011020415,1183,58,110,85,146,320,60,158,35,41,98,45,27
12011020415,1400000US12011020415,825,48,70,64,135,292,47,64,35,15,25,17,13
12011020415,1400000US12011020415,846,48,70,85,135,292,47,64,35,15,25,17,13
12011020415,1400000US12011020415,306,0,44,12,23,117,20,16,7,0,38,29,0
12011020415,1400000US12011020415,564,48,26,52,112,187,27,48,28,15,8,0,13
12011020415,1400000US12011020415,585,48,26,73,112,187,27,48,28,15,8,0,13
12011020501,1400000US12011020501,1996,8,83,112,367,309,83,539,55,75,143,206,16
12011020501,1400000US12011020501,1216,0,53,68,307,231,64,232,18,62,47,134,0
12011020501,1400000US12011020501,1216,0,53,68,307,231,64,232,18,62,47,134,0
12011020501,1400000US12011020501,411,0,0,44,42,24,13,111,37,0,81,47,12
12011020501,1400000US12011020501,482,0,5,44,42,24,19,167,37,0,81,47,16
12011020501,1400000US12011020501,668,8,0,19,169,144,0,221,0,31,15,61,0
12011020501,1400000US12011020501,388,8,0,11,82,98,0,137,0,31,0,21,0
12011020501,1400000US12011020501,713,0,53,49,156,105,64,109,18,31,47,81,0
12011020501,1400000US12011020501,713,0,53,49,156,105,64,109,18,31,47,81,0
12011020501,1400000US12011020501,411,0,0,44,42,24,13,111,37,0,81,47,12
12011020501,1400000US12011020501,482,0,5,44,42,24,19,167,37,0,81,47,16
12011020501,1400000US12011020501,503,0,0,19,151,126,0,123,0,31,0,53,0
12011020501,1400000US12011020501,503,0,0,19,151,126,0,123,0,31,0,53,0
12011020501,1400000US12011020501,373,0,0,44,31,27,13,146,11,13,23,59,6
12011020502,1400000US12011020502,3351,27,122,251,531,629,192,743,56,202,290,204,104
12011020502,1400000US12011020502,1572,27,81,151,275,371,109,256,41,48,118,34,61
12011020502,1400000US12011020502,1572,27,81,151,275,371,109,256,41,48,118,34,61
12011020502,1400000US12011020502,1697,0,41,90,256,248,47,461,15,154,172,170,43
12011020502,1400000US12011020502,1697,0,41,90,256,248,47,461,15,154,172,170,43
12011020502,1400000US12011020502,597,0,43,0,28,141,74,143,14,37,61,39,17
12011020502,1400000US12011020502,1046,27,38,151,247,240,49,126,27,11,57,12,61
12011020502,1400000US12011020502,1046,27,38,151,247,240,49,126,27,11,57,12,61
12011020502,1400000US12011020502,1663,0,41,90,256,248,47,461,15,154,172,153,26
12011020502,1400000US12011020502,1663,0,41,90,256,248,47,461,15,154,172,153,26
12011020502,1400000US12011020502,526,0,43,0,28,131,60,130,14,37,61,22,0
12011020502,1400000US12011020502,526,0,43,0,28,131,60,130,14,37,61,22,0
12011020502,1400000US12011020502,1083,0,41,90,216,153,47,302,15,28,117,48,26
12011030100,1400000US12011030100,2190,136,352,197,344,275,149,460,49,61,92,59,16
12011030100,1400000US12011030100,2078,136,304,181,344,245,149,460,49,50,85,59,16
12011030100,1400000US12011030100,2096,136,304,181,344,245,149,460,49,61,92,59,16
12011030100,1400000US12011030100,1950,136,298,181,309,228,149,393,49,50,82,59,16
12011030100,1400000US12011030100,1968,136,298,181,309,228,149,393,49,61,89,59,16
12011030100,1400000US12011030100,518,64,45,25,76,74,59,98,12,29,7,13,16
12011030100,1400000US12011030100,616,36,118,100,39,73,56,101,0,12,63,18,0
12011030201,1400000US12011030201,1955,26,123,205,316,230,89,680,41,27,137,67,14
12011030201,1400000US12011030201,1271,26,123,138,223,150,27,470,14,27,59,0,14
12011030201,1400000US12011030201,1284,26,123,138,223,163,27,470,14,27,59,0,14
12011030201,1400000US12011030201,640,0,0,67,93,67,62,210,27,0,78,36,0
12011030201,1400000US12011030201,653,0,0,67,93,80,62,210,27,0,78,36,0
12011030201,1400000US12011030201,910,26,95,67,202,90,27,316,14,12,47,0,14
12011030201,1400000US12011030201,910,26,95,67,202,90,27,316,14,12,47,0,14
12011030201,1400000US12011030201,614,0,0,67,67,67,62,210,27,0,78,36,0
12011030201,1400000US12011030201,614,0,0,67,67,67,62,210,27,0,78,36,0
12011030202,1400000US12011030202,756,0,94,196,77,210,49,84,0,0,0,46,0
12011030203,1400000US12011030203,1971,0,113,234,343,182,226,587,0,54,108,59,65
12011030203,1400000US12011030203,1694,0,65,234,264,182,226,437,0,54,108,59,65
12011030203,1400000US12011030203,1707,0,65,234,264,182,226,450,0,54,108,59,65
12011030203,1400000US12011030203,752,0,33,22,108,10,74,370,0,0,50,22,63
12011030203,1400000US12011030203,1070,0,32,212,184,172,152,167,0,54,58,37,2
12011030203,1400000US12011030203,1070,0,32,212,184,172,152,167,0,54,58,37,2
12011030203,1400000US12011030203,624,0,33,22,80,10,74,270,0,0,50,22,63
12011030203,1400000US12011030203,637,0,33,22,80,10,74,283,0,0,50,22,63
12011030301,1400000US12011030301,1495,11,0,86,246,338,37,364,57,65,200,31,60
12011030301,1400000US12011030301,564,11,0,46,105,90,7,144,0,47,91,0,23
12011030301,1400000US12011030301,705,11,0,46,155,90,7,165,23,47,138,0,23
12011030301,1400000US12011030301,543,0,0,35,70,112,14,181,34,18,18,24,37
12011030301,1400000US12011030301,611,0,0,35,70,112,14,202,57,18,35,31,37
12011030301,1400000US12011030301,399,11,0,25,89,15,23,110,23,9,64,7,23
12011030301,1400000US12011030301,366,0,0,26,66,90,0,72,0,38,74,0,0
12011030301,1400000US12011030301,366,0,0,26,66,90,0,72,0,38,74,0,0
12011030301,1400000US12011030301,526,0,0,35,70,112,14,164,34,18,18,24,37
12011030301,1400000US12011030301,526,0,0,35,70,112,14,164,34,18,18,24,37
12011030302,1400000US12011030302,2914,118,158,271,635,836,80,250,48,139,207,159,13
12011030302,1400000US12011030302,768,0,17,155,195,157,7,38,0,36,134,16,13
12011030302,1400000US12011030302,788,0,17,155,195,167,7,48,0,36,134,16,13
12011030302,1400000US12011030302,1897,60,79,116,421,606,73,202,48,103,46,143,0
12011030302,1400000US12011030302,1897,60,79,116,421,606,73,202,48,103,46,143,0
12011030302,1400000US12011030302,726,0,17,155,173,157,7,38,0,30,120,16,13
12011030302,1400000US12011030302,726,0,17,155,173,157,7,38,0,30,120,16,13
12011030302,1400000US12011030302,1897,60,79,116,421,606,73,202,48,103,46,143,0
12011030302,1400000US12011030302,1897,60,79,116,421,606,73,202,48,103,46,143,0
12011030302,1400000US12011030302,1636,60,64,47,401,501,33,202,48,91,46,143,0
12011030302,1400000US12011030302,1636,60,64,47,401,501,33,202,48,91,46,143,0
12011030401,1400000US12011030401,1138,10,21,275,206,149,81,256,18,43,16,54,9
12011030401,1400000US12011030401,997,10,21,219,140,139,81,247,18,43,16,54,9
12011030401,1400000US12011030401,997,10,21,219,140,139,81,247,18,43,16,54,9
12011030401,1400000US12011030401,997,10,21,219,140,139,81,247,18,43,16,54,9
12011030401,1400000US12011030401,997,10,21,219,140,139,81,247,18,43,16,54,9
12011030402,1400000US12011030402,1361,0,172,244,287,99,21,295,9,20,108,75,31
12011030402,1400000US12011030402,1213,0,172,235,270,69,0,242,9,20,108,57,31
12011030402,1400000US12011030402,1213,0,172,235,270,69,0,242,9,20,108,57,31
12011030402,1400000US12011030402,1213,0,172,235,270,69,0,242,9,20,108,57,31
12011030402,1400000US12011030402,1213,0,172,235,270,69,0,242,9,20,108,57,31
12011030500,1400000US12011030500,1853,35,171,415,187,467,101,276,18,20,65,81,17
12011030500,1400000US12011030500,694,25,60,199,43,129,0,206,0,10,0,11,11
12011030500,1400000US12011030500,748,25,60,234,43,148,0,206,0,10,0,11,11
12011030500,1400000US12011030500,972,10,85,119,126,319,101,61,18,10,65,52,6
12011030500,1400000US12011030500,1036,10,104,145,126,338,101,61,18,10,65,52,6
12011030500,1400000US12011030500,567,0,26,247,27,100,0,104,0,10,0,42,11
12011030500,1400000US12011030500,335,25,60,42,34,52,0,111,0,0,0,11,0
12011030500,1400000US12011030500,354,25,60,42,34,71,0,111,0,0,0,11,0
12011030500,1400000US12011030500,912,10,85,106,126,296,101,61,18,10,65,28,6
12011030500,1400000US12011030500,931,10,85,106,126,315,101,61,18,10,65,28,6
12011030500,1400000US12011030500,359,0,0,157,9,77,0,95,0,10,0,0,11
12011030500,1400000US12011030500,394,0,0,192,9,77,0,95,0,10,0,0,11
12011030600,1400000US12011030600,1877,0,84,302,361,302,164,398,0,45,148,46,27
12011030600,1400000US12011030600,419,0,27,156,79,93,0,0,0,0,28,9,27
12011030600,1400000US12011030600,419,0,27,156,79,93,0,0,0,0,28,9,27
12011030600,1400000US12011030600,1458,0,57,146,282,209,164,398,0,45,120,37,0
12011030600,1400000US12011030600,1458,0,57,146,282,209,164,398,0,45,120,37,0
12011030600,1400000US12011030600,113,0,0,0,13,26,33,31,0,0,10,0,0
12011030600,1400000US12011030600,370,0,27,156,66,67,0,0,0,0,18,9,27
12011030600,1400000US12011030600,370,0,27,156,66,67,0,0,0,0,18,9,27
12011030600,1400000US12011030600,1394,0,57,146,282,209,131,367,0,45,120,37,0
12011030600,1400000US12011030600,1394,0,57,146,282,209,131,367,0,45,120,37,0
12011030600,1400000US12011030600,461,0,0,23,25,86,55,194,0,31,47,0,0
12011030702,1400000US12011030702,1617,32,106,217,195,383,60,377,13,48,140,30,16
12011030702,1400000US12011030702,1456,32,94,185,171,350,60,336,13,29,140,30,16
12011030702,1400000US12011030702,1469,32,94,185,184,350,60,336,13,29,140,30,16
12011030702,1400000US12011030702,1197,21,87,150,154,319,60,279,13,29,55,30,0
12011030702,1400000US12011030702,1210,21,87,150,167,319,60,279,13,29,55,30,0
12011030703,1400000US12011030703,1927,12,81,276,158,448,124,461,98,44,188,12,25
12011030703,1400000US12011030703,1308,12,68,214,55,296,68,281,45,44,188,12,25
12011030703,1400000US12011030703,1479,12,68,251,55,365,68,346,45,44,188,12,25
12011030703,1400000US12011030703,995,12,68,159,30,224,68,149,16,44,188,12,25
12011030703,1400000US12011030703,995,12,68,159,30,224,68,149,16,44,188,12,25
12011030704,1400000US12011030704,1814,0,226,229,254,235,36,561,0,24,190,27,32
12011030704,1400000US12011030704,1547,0,215,229,216,183,36,476,0,0,160,0,32
