Id2,Id,Estimate; Total:,Estimate; Total: - With public assistance income,Estimate; Total: - No public assistance income
12031014326,1400000US12031014326,1984,0,1984
12031014326,1400000US12031014326,2028,0,2028
12031014326,1400000US12031014326,445,0,445
12031014326,1400000US12031014326,518,0,518
12031014326,1400000US12031014326,318,0,318
12031014328,1400000US12031014328,2028,23,2005
12031014328,1400000US12031014328,1590,23,1567
12031014328,1400000US12031014328,1668,23,1645
12031014328,1400000US12031014328,1557,23,1534
12031014328,1400000US12031014328,1627,23,1604
12031014328,1400000US12031014328,417,0,417
12031014328,1400000US12031014328,208,0,208
12031014329,1400000US12031014329,1032,16,1016
12031014329,1400000US12031014329,741,0,741
12031014329,1400000US12031014329,741,0,741
12031014329,1400000US12031014329,730,0,730
12031014329,1400000US12031014329,730,0,730
12031014330,1400000US12031014330,1735,0,1735
12031014330,1400000US12031014330,1594,0,1594
12031014330,1400000US12031014330,1594,0,1594
12031014330,1400000US12031014330,1511,0,1511
12031014330,1400000US12031014330,1511,0,1511
12031014331,1400000US12031014331,1781,16,1765
12031014331,1400000US12031014331,1669,16,1653
12031014331,1400000US12031014331,1707,16,1691
12031014331,1400000US12031014331,1392,16,1376
12031014331,1400000US12031014331,1430,16,1414
12031014332,1400000US12031014332,3194,23,3171
12031014332,1400000US12031014332,2615,23,2592
12031014332,1400000US12031014332,2637,23,2614
12031014332,1400000US12031014332,2428,23,2405
12031014332,1400000US12031014332,2450,23,2427
12031014332,1400000US12031014332,421,0,421
12031014332,1400000US12031014332,663,7,656
12031014332,1400000US12031014332,440,0,440
12031014333,1400000US12031014333,1493,35,1458
12031014333,1400000US12031014333,1129,16,1113
12031014333,1400000US12031014333,1140,16,1124
12031014333,1400000US12031014333,1080,16,1064
12031014333,1400000US12031014333,1091,16,1075
12031014334,1400000US12031014334,1569,46,1523
12031014334,1400000US12031014334,1129,46,1083
12031014334,1400000US12031014334,1149,46,1103
12031014334,1400000US12031014334,350,0,350
12031014334,1400000US12031014334,1083,32,1051
12031014334,1400000US12031014334,1103,32,1071
12031014334,1400000US12031014334,350,0,350
12031014335,1400000US12031014335,2635,9,2626
12031014335,1400000US12031014335,2069,9,2060
12031014335,1400000US12031014335,2079,9,2070
12031014335,1400000US12031014335,356,0,356
12031014335,1400000US12031014335,356,0,356
12031014335,1400000US12031014335,170,0,170
12031014335,1400000US12031014335,1982,9,1973
12031014335,1400000US12031014335,1992,9,1983
12031014335,1400000US12031014335,309,0,309
12031014335,1400000US12031014335,309,0,309
12031014335,1400000US12031014335,170,0,170
12031014335,1400000US12031014335,311,0,311
12031014335,1400000US12031014335,445,9,436
12031014335,1400000US12031014335,416,9,407
12031014335,1400000US12031014335,195,0,195
12031014336,1400000US12031014336,2384,0,2384
12031014336,1400000US12031014336,1833,0,1833
12031014336,1400000US12031014336,1868,0,1868
12031014336,1400000US12031014336,237,0,237
12031014336,1400000US12031014336,196,0,196
12031014336,1400000US12031014336,272,0,272
12031014336,1400000US12031014336,216,0,216
12031014336,1400000US12031014336,1676,0,1676
12031014336,1400000US12031014336,1711,0,1711
12031014336,1400000US12031014336,237,0,237
12031014336,1400000US12031014336,272,0,272
12031014337,1400000US12031014337,3025,68,2957
12031014337,1400000US12031014337,1866,12,1854
12031014337,1400000US12031014337,1923,12,1911
12031014337,1400000US12031014337,589,0,589
12031014337,1400000US12031014337,589,0,589
12031014337,1400000US12031014337,382,56,326
12031014337,1400000US12031014337,262,8,254
12031014337,1400000US12031014337,439,56,383
12031014337,1400000US12031014337,308,8,300
12031014337,1400000US12031014337,213,0,213
12031014337,1400000US12031014337,1668,12,1656
12031014337,1400000US12031014337,1725,12,1713
12031014337,1400000US12031014337,589,0,589
12031014337,1400000US12031014337,589,0,589
12031014337,1400000US12031014337,382,56,326
12031014337,1400000US12031014337,439,56,383
12031014337,1400000US12031014337,198,0,198
12031014337,1400000US12031014337,198,0,198
12031014337,1400000US12031014337,432,12,420
12031014337,1400000US12031014337,337,0,337
12031014338,1400000US12031014338,1529,0,1529
12031014338,1400000US12031014338,912,0,912
12031014338,1400000US12031014338,962,0,962
12031014338,1400000US12031014338,318,0,318
12031014338,1400000US12031014338,690,0,690
12031014338,1400000US12031014338,712,0,712
12031014338,1400000US12031014338,290,0,290
12031014401,1400000US12031014401,4988,95,4893
12031014401,1400000US12031014401,4075,9,4066
12031014401,1400000US12031014401,4149,9,4140
12031014401,1400000US12031014401,517,70,447
12031014401,1400000US12031014401,534,70,464
12031014401,1400000US12031014401,516,0,516
12031014401,1400000US12031014401,3708,9,3699
12031014401,1400000US12031014401,3755,9,3746
12031014401,1400000US12031014401,500,70,430
12031014401,1400000US12031014401,517,70,447
12031014401,1400000US12031014401,691,0,691
12031014401,1400000US12031014401,1001,0,1001
12031014401,1400000US12031014401,1010,0,1010
12031014404,1400000US12031014404,2109,14,2095
12031014404,1400000US12031014404,1683,14,1669
12031014404,1400000US12031014404,1702,14,1688
12031014404,1400000US12031014404,1538,14,1524
12031014404,1400000US12031014404,1557,14,1543
12031014404,1400000US12031014404,360,0,360
12031014406,1400000US12031014406,2667,15,2652
12031014406,1400000US12031014406,2242,15,2227
12031014406,1400000US12031014406,2300,15,2285
12031014406,1400000US12031014406,2059,15,2044
12031014406,1400000US12031014406,2095,15,2080
12031014406,1400000US12031014406,386,0,386
12031014406,1400000US12031014406,356,0,356
12031014408,1400000US12031014408,1854,40,1814
12031014408,1400000US12031014408,1514,34,1480
12031014408,1400000US12031014408,1514,34,1480
12031014408,1400000US12031014408,1424,34,1390
12031014408,1400000US12031014408,1424,34,1390
12031014408,1400000US12031014408,284,11,273
12031014409,1400000US12031014409,3705,0,3705
12031014409,1400000US12031014409,3277,0,3277
12031014409,1400000US12031014409,3277,0,3277
12031014409,1400000US12031014409,3144,0,3144
12031014409,1400000US12031014409,3144,0,3144
12031014409,1400000US12031014409,340,0,340
12031014409,1400000US12031014409,791,0,791
12031014409,1400000US12031014409,608,0,608
12031014409,1400000US12031014409,421,0,421
12031014410,1400000US12031014410,2987,23,2964
12031014410,1400000US12031014410,2653,23,2630
12031014410,1400000US12031014410,2710,23,2687
12031014410,1400000US12031014410,2577,23,2554
12031014410,1400000US12031014410,2620,23,2597
12031014410,1400000US12031014410,448,0,448
12031014410,1400000US12031014410,517,0,517
12031014410,1400000US12031014410,347,23,324
12031014411,1400000US12031014411,3668,0,3668
12031014411,1400000US12031014411,2824,0,2824
12031014411,1400000US12031014411,2851,0,2851
12031014411,1400000US12031014411,359,0,359
12031014411,1400000US12031014411,399,0,399
12031014411,1400000US12031014411,2648,0,2648
12031014411,1400000US12031014411,2675,0,2675
12031014411,1400000US12031014411,359,0,359
12031014411,1400000US12031014411,399,0,399
12031014411,1400000US12031014411,463,0,463
12031014411,1400000US12031014411,693,0,693
12031014411,1400000US12031014411,576,0,576
12031014412,1400000US12031014412,3876,13,3863
12031014412,1400000US12031014412,2998,13,2985
12031014412,1400000US12031014412,3019,13,3006
12031014412,1400000US12031014412,473,0,473
12031014412,1400000US12031014412,494,0,494
12031014412,1400000US12031014412,323,0,323
12031014412,1400000US12031014412,323,0,323
12031014412,1400000US12031014412,221,0,221
12031014412,1400000US12031014412,2809,13,2796
12031014412,1400000US12031014412,2830,13,2817
12031014412,1400000US12031014412,473,0,473
12031014412,1400000US12031014412,494,0,494
12031014412,1400000US12031014412,323,0,323
12031014412,1400000US12031014412,323,0,323
12031014412,1400000US12031014412,189,0,189
12031014412,1400000US12031014412,189,0,189
12031014412,1400000US12031014412,615,13,602
12031014412,1400000US12031014412,633,0,633
12031014412,1400000US12031014412,583,0,583
12031014412,1400000US12031014412,338,0,338
12031014413,1400000US12031014413,2503,0,2503
12031014413,1400000US12031014413,1742,0,1742
12031014413,1400000US12031014413,1785,0,1785
12031014413,1400000US12031014413,312,0,312
12031014413,1400000US12031014413,345,0,345
12031014413,1400000US12031014413,1567,0,1567
12031014413,1400000US12031014413,1600,0,1600
12031014413,1400000US12031014413,312,0,312
12031014413,1400000US12031014413,345,0,345
12031014413,1400000US12031014413,312,0,312
12031014500,1400000US12031014500,1473,60,1413
12031014500,1400000US12031014500,1173,60,1113
12031014500,1400000US12031014500,1198,60,1138
12031014500,1400000US12031014500,1070,7,1063
12031014500,1400000US12031014500,1095,7,1088
12031014601,1400000US12031014601,2194,30,2164
12031014601,1400000US12031014601,2068,30,2038
12031014601,1400000US12031014601,2101,30,2071
12031014601,1400000US12031014601,1991,30,1961
12031014601,1400000US12031014601,2024,30,1994
12031014601,1400000US12031014601,387,10,377
12031014601,1400000US12031014601,390,0,390
12031014601,1400000US12031014601,276,0,276
12031014603,1400000US12031014603,2213,70,2143
12031014603,1400000US12031014603,1531,52,1479
12031014603,1400000US12031014603,1550,52,1498
12031014603,1400000US12031014603,481,18,463
12031014603,1400000US12031014603,491,18,473
12031014603,1400000US12031014603,1379,52,1327
12031014603,1400000US12031014603,1398,52,1346
12031014603,1400000US12031014603,481,18,463
12031014603,1400000US12031014603,491,18,473
12031014604,1400000US12031014604,1971,0,1971
12031014604,1400000US12031014604,1219,0,1219
12031014604,1400000US12031014604,1219,0,1219
12031014604,1400000US12031014604,1030,0,1030
12031014604,1400000US12031014604,1030,0,1030
12031014701,1400000US12031014701,2937,79,2858
12031014701,1400000US12031014701,1420,20,1400
12031014701,1400000US12031014701,1455,20,1435
12031014701,1400000US12031014701,1390,45,1345
12031014701,1400000US12031014701,1404,59,1345
12031014701,1400000US12031014701,1298,20,1278
12031014701,1400000US12031014701,1333,20,1313
12031014701,1400000US12031014701,1390,45,1345
12031014701,1400000US12031014701,1404,59,1345
12031014702,1400000US12031014702,1095,8,1087
12031014702,1400000US12031014702,780,8,772
12031014702,1400000US12031014702,793,8,785
12031014702,1400000US12031014702,753,8,745
12031014702,1400000US12031014702,766,8,758
12031014800,1400000US12031014800,1779,0,1779
12031014800,1400000US12031014800,855,0,855
12031014800,1400000US12031014800,932,0,932
12031014800,1400000US12031014800,779,0,779
12031014800,1400000US12031014800,805,0,805
12031014800,1400000US12031014800,775,0,775
12031014800,1400000US12031014800,852,0,852
12031014800,1400000US12031014800,771,0,771
12031014800,1400000US12031014800,797,0,797
12031014901,1400000US12031014901,1979,61,1918
12031014901,1400000US12031014901,1336,0,1336
12031014901,1400000US12031014901,1336,0,1336
12031014901,1400000US12031014901,571,61,510
12031014901,1400000US12031014901,571,61,510
12031014901,1400000US12031014901,1243,0,1243
12031014901,1400000US12031014901,1243,0,1243
12031014901,1400000US12031014901,571,61,510
12031014901,1400000US12031014901,571,61,510
12031014901,1400000US12031014901,354,0,354
12031014901,1400000US12031014901,285,0,285
12031014902,1400000US12031014902,2805,9,2796
12031014902,1400000US12031014902,1530,9,1521
12031014902,1400000US12031014902,1570,9,1561
12031014902,1400000US12031014902,996,0,996
12031014902,1400000US12031014902,996,0,996
12031014902,1400000US12031014902,1426,9,1417
12031014902,1400000US12031014902,1466,9,1457
12031014902,1400000US12031014902,986,0,986
12031014902,1400000US12031014902,986,0,986
12031015001,1400000US12031015001,2043,32,2011
12031015001,1400000US12031015001,1313,32,1281
12031015001,1400000US12031015001,1346,32,1314
12031015001,1400000US12031015001,442,0,442
12031015001,1400000US12031015001,458,0,458
12031015001,1400000US12031015001,1252,32,1220
12031015001,1400000US12031015001,1285,32,1253
12031015001,1400000US12031015001,442,0,442
12031015001,1400000US12031015001,458,0,458
12031015002,1400000US12031015002,1375,0,1375
12031015002,1400000US12031015002,777,0,777
12031015002,1400000US12031015002,814,0,814
12031015002,1400000US12031015002,527,0,527
12031015002,1400000US12031015002,551,0,551
12031015002,1400000US12031015002,761,0,761
12031015002,1400000US12031015002,798,0,798
12031015002,1400000US12031015002,527,0,527
12031015002,1400000US12031015002,551,0,551
12031015100,1400000US12031015100,1653,35,1618
12031015100,1400000US12031015100,1128,26,1102
12031015100,1400000US12031015100,1172,26,1146
12031015100,1400000US12031015100,464,9,455
12031015100,1400000US12031015100,464,9,455
12031015100,1400000US12031015100,987,17,970
12031015100,1400000US12031015100,1031,17,1014
12031015100,1400000US12031015100,449,9,440
12031015100,1400000US12031015100,449,9,440
12031015200,1400000US12031015200,1147,17,1130
12031015200,1400000US12031015200,682,17,665
12031015200,1400000US12031015200,682,17,665
12031015200,1400000US12031015200,593,17,576
12031015200,1400000US12031015200,593,17,576
12031015300,1400000US12031015300,1439,0,1439
12031015300,1400000US12031015300,914,0,914
12031015300,1400000US12031015300,914,0,914
12031015300,1400000US12031015300,494,0,494
12031015300,1400000US12031015300,822,0,822
12031015300,1400000US12031015300,822,0,822
12031015400,1400000US12031015400,870,5,865
12031015400,1400000US12031015400,520,5,515
12031015400,1400000US12031015400,569,5,564
12031015400,1400000US12031015400,281,0,281
12031015400,1400000US12031015400,281,0,281
12031015400,1400000US12031015400,470,5,465
12031015400,1400000US12031015400,519,5,514
12031015400,1400000US12031015400,281,0,281
12031015400,1400000US12031015400,281,0,281
12031015501,1400000US12031015501,1146,13,1133
12031015501,1400000US12031015501,751,13,738
12031015501,1400000US12031015501,764,13,751
12031015501,1400000US12031015501,335,0,335
12031015501,1400000US12031015501,335,0,335
12031015501,1400000US12031015501,736,13,723
12031015501,1400000US12031015501,749,13,736
12031015501,1400000US12031015501,321,0,321
12031015501,1400000US12031015501,321,0,321
12031015502,1400000US12031015502,1677,86,1591
12031015502,1400000US12031015502,765,37,728
12031015502,1400000US12031015502,821,37,784
12031015502,1400000US12031015502,814,49,765
12031015502,1400000US12031015502,848,49,799
12031015502,1400000US12031015502,694,37,657
12031015502,1400000US12031015502,716,37,679
12031015502,1400000US12031015502,800,49,751
12031015502,1400000US12031015502,800,49,751
12031015600,1400000US12031015600,1502,10,1492
12031015600,1400000US12031015600,1177,10,1167
12031015600,1400000US12031015600,1227,10,1217
12031015600,1400000US12031015600,1087,10,1077
12031015600,1400000US12031015600,1137,10,1127
12031015700,1400000US12031015700,2299,179,2120
12031015700,1400000US12031015700,1276,94,1182
12031015700,1400000US12031015700,1276,94,1182
12031015700,1400000US12031015700,850,85,765
12031015700,1400000US12031015700,850,85,765
12031015700,1400000US12031015700,1188,94,1094
12031015700,1400000US12031015700,1188,94,1094
12031015700,1400000US12031015700,806,85,721
12031015700,1400000US12031015700,806,85,721
12031015801,1400000US12031015801,2913,28,2885
12031015801,1400000US12031015801,2354,28,2326
12031015801,1400000US12031015801,2372,28,2344
12031015801,1400000US12031015801,2212,28,2184
12031015801,1400000US12031015801,2230,28,2202
12031015801,1400000US12031015801,397,11,386
12031015801,1400000US12031015801,348,0,348
12031015801,1400000US12031015801,458,17,441
12031015802,1400000US12031015802,2822,213,2609
12031015802,1400000US12031015802,1579,74,1505
12031015802,1400000US12031015802,1584,74,1510
12031015802,1400000US12031015802,1037,122,915
12031015802,1400000US12031015802,1037,122,915
12031015802,1400000US12031015802,1350,46,1304
12031015802,1400000US12031015802,1355,46,1309
12031015802,1400000US12031015802,1024,122,902
12031015802,1400000US12031015802,1024,122,902
12031015922,1400000US12031015922,1904,19,1885
12031015922,1400000US12031015922,1158,0,1158
12031015922,1400000US12031015922,1239,0,1239
12031015922,1400000US12031015922,1018,0,1018
12031015922,1400000US12031015922,1099,0,1099
12031015923,1400000US12031015923,2993,80,2913
12031015923,1400000US12031015923,2283,26,2257
12031015923,1400000US12031015923,2294,26,2268
12031015923,1400000US12031015923,245,0,245
12031015923,1400000US12031015923,2079,26,2053
12031015923,1400000US12031015923,2079,26,2053
12031015923,1400000US12031015923,552,26,526
12031015923,1400000US12031015923,545,67,478
12031015924,1400000US12031015924,1675,18,1657
12031015924,1400000US12031015924,1520,0,1520
12031015924,1400000US12031015924,1520,0,1520
12031015924,1400000US12031015924,1271,0,1271
12031015924,1400000US12031015924,1271,0,1271
12031015925,1400000US12031015925,2092,0,2092
12031015925,1400000US12031015925,1419,0,1419
12031015925,1400000US12031015925,1449,0,1449
12031015925,1400000US12031015925,1289,0,1289
12031015925,1400000US12031015925,1319,0,1319
12031015926,1400000US12031015926,2262,28,2234
12031015926,1400000US12031015926,1673,23,1650
12031015926,1400000US12031015926,1729,23,1706
12031015926,1400000US12031015926,1573,23,1550
12031015926,1400000US12031015926,1629,23,1606
12031016000,1400000US12031016000,2488,14,2474
12031016000,1400000US12031016000,1856,14,1842
12031016000,1400000US12031016000,1877,14,1863
12031016000,1400000US12031016000,1775,14,1761
12031016000,1400000US12031016000,1796,14,1782
12031016100,1400000US12031016100,2746,41,2705
12031016100,1400000US12031016100,1820,30,1790
12031016100,1400000US12031016100,1847,30,1817
12031016100,1400000US12031016100,605,11,594
12031016100,1400000US12031016100,624,11,613
12031016100,1400000US12031016100,484,17,467
12031016100,1400000US12031016100,1582,13,1569
12031016100,1400000US12031016100,1609,13,1596
12031016100,1400000US12031016100,605,11,594
12031016100,1400000US12031016100,624,11,613
12031016200,1400000US12031016200,1044,0,1044
12031016200,1400000US12031016200,724,0,724
12031016200,1400000US12031016200,724,0,724
12031016200,1400000US12031016200,677,0,677
12031016200,1400000US12031016200,677,0,677
12031016300,1400000US12031016300,835,0,835
12031016300,1400000US12031016300,368,0,368
12031016300,1400000US12031016300,374,0,374
12031016300,1400000US12031016300,326,0,326
12031016300,1400000US12031016300,326,0,326
12031016300,1400000US12031016300,345,0,345
12031016300,1400000US12031016300,351,0,351
12031016300,1400000US12031016300,326,0,326
12031016300,1400000US12031016300,326,0,326
12031016400,1400000US12031016400,2223,0,2223
12031016400,1400000US12031016400,1980,0,1980
12031016400,1400000US12031016400,2027,0,2027
12031016400,1400000US12031016400,1954,0,1954
12031016400,1400000US12031016400,2001,0,2001
12031016400,1400000US12031016400,536,0,536
12031016400,1400000US12031016400,278,0,278
12031016500,1400000US12031016500,2088,0,2088
12031016500,1400000US12031016500,1987,0,1987
12031016500,1400000US12031016500,1987,0,1987
12031016500,1400000US12031016500,1918,0,1918
12031016500,1400000US12031016500,1918,0,1918
12031016500,1400000US12031016500,482,0,482
12031016500,1400000US12031016500,351,0,351
12031016500,1400000US12031016500,382,0,382
12031016601,1400000US12031016601,2561,47,2514
12031016601,1400000US12031016601,1687,30,1657
12031016601,1400000US12031016601,1710,30,1680
12031016601,1400000US12031016601,642,17,625
12031016601,1400000US12031016601,666,17,649
12031016601,1400000US12031016601,1469,30,1439
12031016601,1400000US12031016601,1481,30,1451
12031016601,1400000US12031016601,642,17,625
12031016601,1400000US12031016601,666,17,649
12031016603,1400000US12031016603,1412,0,1412
12031016603,1400000US12031016603,1252,0,1252
12031016603,1400000US12031016603,1262,0,1262
12031016603,1400000US12031016603,1238,0,1238
12031016603,1400000US12031016603,1248,0,1248
12031016604,1400000US12031016604,2152,18,2134
12031016604,1400000US12031016604,1784,18,1766
12031016604,1400000US12031016604,1871,18,1853
12031016604,1400000US12031016604,1682,18,1664
12031016604,1400000US12031016604,1700,18,1682
12031016711,1400000US12031016711,1688,20,1668
12031016711,1400000US12031016711,1629,20,1609
12031016711,1400000US12031016711,1641,20,1621
12031016711,1400000US12031016711,1584,20,1564
12031016711,1400000US12031016711,1596,20,1576
12031016711,1400000US12031016711,318,20,298
12031016711,1400000US12031016711,325,0,325
12031016711,1400000US12031016711,228,0,228
12031016722,1400000US12031016722,3084,84,3000
12031016722,1400000US12031016722,2416,38,2378
12031016722,1400000US12031016722,2428,38,2390
12031016722,1400000US12031016722,413,0,413
12031016722,1400000US12031016722,427,0,427
12031016722,1400000US12031016722,2219,27,2192
12031016722,1400000US12031016722,2219,27,2192
12031016722,1400000US12031016722,427,0,427
12031016722,1400000US12031016722,593,19,574
12031016722,1400000US12031016722,593,19,574
12031016724,1400000US12031016724,2356,12,2344
12031016724,1400000US12031016724,1921,12,1909
12031016724,1400000US12031016724,1956,12,1944
12031016724,1400000US12031016724,1673,12,1661
12031016724,1400000US12031016724,1692,12,1680
12031016725,1400000US12031016725,1483,0,1483
12031016725,1400000US12031016725,770,0,770
12031016725,1400000US12031016725,797,0,797
12031016725,1400000US12031016725,584,0,584
12031016725,1400000US12031016725,714,0,714
12031016725,1400000US12031016725,741,0,741
12031016725,1400000US12031016725,584,0,584
12031016726,1400000US12031016726,1373,32,1341
12031016726,1400000US12031016726,1315,32,1283
12031016726,1400000US12031016726,1365,32,1333
12031016726,1400000US12031016726,1294,32,1262
12031016726,1400000US12031016726,1344,32,1312
12031016727,1400000US12031016727,1290,11,1279
12031016727,1400000US12031016727,1218,0,1218
12031016727,1400000US12031016727,1218,0,1218
12031016727,1400000US12031016727,1125,0,1125
12031016727,1400000US12031016727,1125,0,1125
12031016728,1400000US12031016728,1659,0,1659
12031016728,1400000US12031016728,1326,0,1326
12031016728,1400000US12031016728,1342,0,1342
12031016728,1400000US12031016728,1251,0,1251
12031016728,1400000US12031016728,1267,0,1267
12031016729,1400000US12031016729,2634,0,2634
12031016729,1400000US12031016729,2065,0,2065
12031016729,1400000US12031016729,2087,0,2087
12031016729,1400000US12031016729,1877,0,1877
12031016729,1400000US12031016729,1899,0,1899
12031016729,1400000US12031016729,494,0,494
12031016801,1400000US12031016801,801,10,791
12031016801,1400000US12031016801,785,10,775
12031016801,1400000US12031016801,785,10,775
12031016801,1400000US12031016801,752,10,742
12031016801,1400000US12031016801,752,10,742
12031016803,1400000US12031016803,2572,13,2559
12031016803,1400000US12031016803,2373,13,2360
12031016803,1400000US12031016803,2385,13,2372
12031016803,1400000US12031016803,2285,13,2272
12031016803,1400000US12031016803,2297,13,2284
12031016803,1400000US12031016803,445,0,445
12031016803,1400000US12031016803,490,0,490
12031016803,1400000US12031016803,345,0,345
12031016804,1400000US12031016804,2948,73,2875
12031016804,1400000US12031016804,2755,52,2703
12031016804,1400000US12031016804,2755,52,2703
12031016804,1400000US12031016804,2676,52,2624
12031016804,1400000US12031016804,2676,52,2624
12031016804,1400000US12031016804,444,52,392
12031016804,1400000US12031016804,526,0,526
12031016804,1400000US12031016804,564,0,564
12031016805,1400000US12031016805,2389,0,2389
12031016805,1400000US12031016805,1962,0,1962
12031016805,1400000US12031016805,2004,0,2004
12031016805,1400000US12031016805,1856,0,1856
12031016805,1400000US12031016805,1898,0,1898
12031016805,1400000US12031016805,319,0,319
12031016805,1400000US12031016805,398,0,398
12031016806,1400000US12031016806,4037,30,4007
12031016806,1400000US12031016806,3565,30,3535
12031016806,1400000US12031016806,3584,30,3554
12031016806,1400000US12031016806,3420,30,3390
12031016806,1400000US12031016806,3439,30,3409
12031016806,1400000US12031016806,645,0,645
12031016806,1400000US12031016806,562,0,562
12031016806,1400000US12031016806,558,22,536
12031016807,1400000US12031016807,1638,22,1616
12031016807,1400000US12031016807,1544,14,1530
12031016807,1400000US12031016807,1544,14,1530
12031016807,1400000US12031016807,1440,14,1426
12031016807,1400000US12031016807,1440,14,1426
12031016808,1400000US12031016808,1312,13,1299
12031016808,1400000US12031016808,1204,13,1191
12031016808,1400000US12031016808,1204,13,1191
12031016808,1400000US12031016808,1098,0,1098
12031016808,1400000US12031016808,1098,0,1098
12031017100,1400000US12031017100,2551,44,2507
12031017100,1400000US12031017100,1946,44,1902
12031017100,1400000US12031017100,1946,44,1902
12031017100,1400000US12031017100,450,0,450
12031017100,1400000US12031017100,504,0,504
12031017100,1400000US12031017100,1860,44,1816
12031017100,1400000US12031017100,1860,44,1816
12031017100,1400000US12031017100,450,0,450
12031017100,1400000US12031017100,493,0,493
12031017100,1400000US12031017100,396,18,378
12031017100,1400000US12031017100,518,17,501
12031017100,1400000US12031017100,347,19,328
12031017200,1400000US12031017200,915,64,851
12031017200,1400000US12031017200,422,15,407
12031017200,1400000US12031017200,422,15,407
12031017200,1400000US12031017200,470,49,421
12031017200,1400000US12031017200,481,49,432
12031017200,1400000US12031017200,470,49,421
12031017200,1400000US12031017200,481,49,432
12031017300,1400000US12031017300,2483,25,2458
12031017300,1400000US12031017300,2148,25,2123
12031017300,1400000US12031017300,2174,25,2149
12031017300,1400000US12031017300,253,0,253
12031017300,1400000US12031017300,264,0,264
12031017300,1400000US12031017300,2148,25,2123
12031017300,1400000US12031017300,2174,25,2149
12031017300,1400000US12031017300,253,0,253
12031017300,1400000US12031017300,253,0,253
12031017300,1400000US12031017300,288,0,288
12031017300,1400000US12031017300,329,11,318
12031017300,1400000US12031017300,358,0,358
12031017300,1400000US12031017300,246,10,236
12031017400,1400000US12031017400,994,64,930
12031017400,1400000US12031017400,887,11,876
12031017400,1400000US12031017400,887,11,876
12031017400,1400000US12031017400,887,11,876
12031017400,1400000US12031017400,887,11,876
12033000100,1400000US12033000100,720,14,706
12033000100,1400000US12033000100,442,14,428
12033000100,1400000US12033000100,459,14,445
12033000100,1400000US12033000100,431,14,417
12033000100,1400000US12033000100,448,14,434
12033000300,1400000US12033000300,1143,21,1122
12033000300,1400000US12033000300,596,0,596
12033000300,1400000US12033000300,609,0,609
12033000300,1400000US12033000300,410,21,389
12033000300,1400000US12033000300,501,21,480
12033000300,1400000US12033000300,591,0,591
12033000300,1400000US12033000300,604,0,604
12033000300,1400000US12033000300,400,21,379
12033000300,1400000US12033000300,491,21,470
12033000400,1400000US12033000400,1375,58,1317
12033000400,1400000US12033000400,1009,49,960
12033000400,1400000US12033000400,1031,49,982
12033000400,1400000US12033000400,1003,49,954
12033000400,1400000US12033000400,1025,49,976
12033000500,1400000US12033000500,709,0,709
12033000500,1400000US12033000500,460,0,460
12033000500,1400000US12033000500,460,0,460
12033000500,1400000US12033000500,411,0,411
12033000500,1400000US12033000500,411,0,411
12033000600,1400000US12033000600,701,20,681
12033000600,1400000US12033000600,499,20,479
12033000600,1400000US12033000600,499,20,479
12033000600,1400000US12033000600,499,20,479
12033000600,1400000US12033000600,499,20,479
12033000800,1400000US12033000800,2362,38,2324
12033000800,1400000US12033000800,1563,16,1547
12033000800,1400000US12033000800,1563,16,1547
12033000800,1400000US12033000800,799,22,777
12033000800,1400000US12033000800,799,22,777
12033000800,1400000US12033000800,1496,0,1496
12033000800,1400000US12033000800,1496,0,1496
12033000800,1400000US12033000800,799,22,777
12033000800,1400000US12033000800,799,22,777
12033000900,1400000US12033000900,1306,0,1306
12033000900,1400000US12033000900,1215,0,1215
12033000900,1400000US12033000900,1226,0,1226
12033000900,1400000US12033000900,1200,0,1200
12033000900,1400000US12033000900,1211,0,1211
12033001001,1400000US12033001001,2750,15,2735
12033001001,1400000US12033001001,2607,15,2592
12033001001,1400000US12033001001,2653,15,2638
12033001001,1400000US12033001001,2491,15,2476
12033001001,1400000US12033001001,2537,15,2522
12033001001,1400000US12033001001,575,0,575
12033001001,1400000US12033001001,692,15,677
12033001001,1400000US12033001001,497,0,497
12033001002,1400000US12033001002,1423,11,1412
12033001002,1400000US12033001002,1296,11,1285
12033001002,1400000US12033001002,1307,11,1296
12033001002,1400000US12033001002,1256,11,1245
12033001002,1400000US12033001002,1267,11,1256
12033001101,1400000US12033001101,2569,30,2539
12033001101,1400000US12033001101,2393,30,2363
12033001101,1400000US12033001101,2399,30,2369
12033001101,1400000US12033001101,2351,30,2321
12033001101,1400000US12033001101,2357,30,2327
12033001101,1400000US12033001101,507,30,477
12033001101,1400000US12033001101,356,0,356
12033001103,1400000US12033001103,1214,7,1207
12033001103,1400000US12033001103,1126,0,1126
12033001103,1400000US12033001103,1133,7,1126
12033001103,1400000US12033001103,1112,0,1112
12033001103,1400000US12033001103,1112,0,1112
12033001104,1400000US12033001104,2833,16,2817
12033001104,1400000US12033001104,2381,16,2365
12033001104,1400000US12033001104,2384,16,2368
12033001104,1400000US12033001104,2342,16,2326
12033001104,1400000US12033001104,2345,16,2329
12033001104,1400000US12033001104,492,16,476
12033001104,1400000US12033001104,510,0,510
12033001201,1400000US12033001201,2372,51,2321
12033001201,1400000US12033001201,1725,35,1690
12033001201,1400000US12033001201,1785,35,1750
12033001201,1400000US12033001201,481,16,465
12033001201,1400000US12033001201,504,16,488
