Id2,Id,Estimate; Total:,Estimate; Total: - With Social Security income,Estimate; Total: - No Social Security income
12087971900,1400000US12087971900,1292,230,1062
12087971900,1400000US12087971900,1305,230,1075
12087972000,1400000US12087972000,1422,421,1001
12087972000,1400000US12087972000,1316,421,895
12087972000,1400000US12087972000,1332,421,911
12087972000,1400000US12087972000,1222,376,846
12087972000,1400000US12087972000,1238,376,862
12087972100,1400000US12087972100,1711,502,1209
12087972100,1400000US12087972100,1317,402,915
12087972100,1400000US12087972100,1317,402,915
12087972100,1400000US12087972100,469,139,330
12087972100,1400000US12087972100,876,263,613
12087972100,1400000US12087972100,876,263,613
12087972100,1400000US12087972100,441,139,302
12087972100,1400000US12087972100,441,139,302
12087972200,1400000US12087972200,1092,357,735
12087972200,1400000US12087972200,1001,317,684
12087972200,1400000US12087972200,1013,317,696
12087972200,1400000US12087972200,721,191,530
12087972200,1400000US12087972200,721,191,530
12087972300,1400000US12087972300,1129,340,789
12087972300,1400000US12087972300,1087,328,759
12087972300,1400000US12087972300,1100,328,772
12087972300,1400000US12087972300,1023,264,759
12087972300,1400000US12087972300,1036,264,772
12087972400,1400000US12087972400,1323,330,993
12087972400,1400000US12087972400,891,201,690
12087972400,1400000US12087972400,898,201,697
12087972400,1400000US12087972400,410,129,281
12087972400,1400000US12087972400,417,129,288
12087972400,1400000US12087972400,726,152,574
12087972400,1400000US12087972400,733,152,581
12087972400,1400000US12087972400,393,124,269
12087972400,1400000US12087972400,400,124,276
12087972500,1400000US12087972500,435,235,200
12087972500,1400000US12087972500,435,235,200
12087972500,1400000US12087972500,435,235,200
12087972500,1400000US12087972500,422,235,187
12087972500,1400000US12087972500,422,235,187
12089050101,1400000US12089050101,2623,1037,1586
12089050101,1400000US12089050101,2215,821,1394
12089050101,1400000US12089050101,2233,821,1412
12089050101,1400000US12089050101,363,197,166
12089050101,1400000US12089050101,363,197,166
12089050101,1400000US12089050101,2160,821,1339
12089050101,1400000US12089050101,2178,821,1357
12089050101,1400000US12089050101,339,183,156
12089050101,1400000US12089050101,339,183,156
12089050101,1400000US12089050101,401,202,199
12089050102,1400000US12089050102,1213,434,779
12089050102,1400000US12089050102,1062,385,677
12089050102,1400000US12089050102,1095,385,710
12089050102,1400000US12089050102,1021,385,636
12089050102,1400000US12089050102,1054,385,669
12089050201,1400000US12089050201,897,645,252
12089050201,1400000US12089050201,855,619,236
12089050201,1400000US12089050201,855,619,236
12089050201,1400000US12089050201,855,619,236
12089050201,1400000US12089050201,855,619,236
12089050202,1400000US12089050202,2691,942,1749
12089050202,1400000US12089050202,2533,916,1617
12089050202,1400000US12089050202,2533,916,1617
12089050202,1400000US12089050202,2490,916,1574
12089050202,1400000US12089050202,2490,916,1574
12089050202,1400000US12089050202,402,199,203
12089050202,1400000US12089050202,371,85,286
12089050202,1400000US12089050202,316,127,189
12089050203,1400000US12089050203,1505,680,825
12089050203,1400000US12089050203,1326,607,719
12089050203,1400000US12089050203,1326,607,719
12089050203,1400000US12089050203,1292,607,685
12089050203,1400000US12089050203,1292,607,685
12089050301,1400000US12089050301,1949,609,1340
12089050301,1400000US12089050301,1660,548,1112
12089050301,1400000US12089050301,1685,561,1124
12089050301,1400000US12089050301,203,48,155
12089050301,1400000US12089050301,203,48,155
12089050301,1400000US12089050301,1660,548,1112
12089050301,1400000US12089050301,1685,561,1124
12089050301,1400000US12089050301,203,48,155
12089050301,1400000US12089050301,203,48,155
12089050301,1400000US12089050301,527,150,377
12089050302,1400000US12089050302,2921,994,1927
12089050302,1400000US12089050302,2691,925,1766
12089050302,1400000US12089050302,2691,925,1766
12089050302,1400000US12089050302,2626,885,1741
12089050302,1400000US12089050302,2626,885,1741
12089050302,1400000US12089050302,840,224,616
12089050303,1400000US12089050303,4207,1002,3205
12089050303,1400000US12089050303,3905,908,2997
12089050303,1400000US12089050303,3976,932,3044
12089050303,1400000US12089050303,3868,908,2960
12089050303,1400000US12089050303,3939,932,3007
12089050303,1400000US12089050303,691,252,439
12089050303,1400000US12089050303,706,357,349
12089050303,1400000US12089050303,775,161,614
12089050303,1400000US12089050303,784,81,703
12089050400,1400000US12089050400,2943,897,2046
12089050400,1400000US12089050400,2691,823,1868
12089050400,1400000US12089050400,2691,823,1868
12089050400,1400000US12089050400,2691,823,1868
12089050400,1400000US12089050400,2691,823,1868
12089050400,1400000US12089050400,264,161,103
12089050400,1400000US12089050400,356,151,205
12089050400,1400000US12089050400,1067,246,821
12089050502,1400000US12089050502,2865,704,2161
12089050502,1400000US12089050502,2684,634,2050
12089050502,1400000US12089050502,2709,634,2075
12089050502,1400000US12089050502,2644,611,2033
12089050502,1400000US12089050502,2669,611,2058
12089050502,1400000US12089050502,293,108,185
12089050502,1400000US12089050502,268,132,136
12089050502,1400000US12089050502,738,158,580
12089050503,1400000US12089050503,2165,595,1570
12089050503,1400000US12089050503,1966,569,1397
12089050503,1400000US12089050503,2013,572,1441
12089050503,1400000US12089050503,1966,569,1397
12089050503,1400000US12089050503,2013,572,1441
12089050503,1400000US12089050503,378,113,265
12089050503,1400000US12089050503,461,131,330
12089050504,1400000US12089050504,1276,310,966
12089050504,1400000US12089050504,1245,300,945
12089050504,1400000US12089050504,1245,300,945
12089050504,1400000US12089050504,1217,300,917
12089050504,1400000US12089050504,1217,300,917
12091020100,1400000US12091020100,2823,957,1866
12091020100,1400000US12091020100,2721,885,1836
12091020100,1400000US12091020100,2740,885,1855
12091020100,1400000US12091020100,2721,885,1836
12091020100,1400000US12091020100,2740,885,1855
12091020100,1400000US12091020100,400,119,281
12091020100,1400000US12091020100,234,148,86
12091020100,1400000US12091020100,343,64,279
12091020100,1400000US12091020100,777,253,524
12091020200,1400000US12091020200,727,288,439
12091020200,1400000US12091020200,704,273,431
12091020200,1400000US12091020200,704,273,431
12091020200,1400000US12091020200,701,273,428
12091020200,1400000US12091020200,701,273,428
12091020200,1400000US12091020200,175,54,121
12091020301,1400000US12091020301,2296,770,1526
12091020301,1400000US12091020301,2022,758,1264
12091020301,1400000US12091020301,2033,758,1275
12091020301,1400000US12091020301,2022,758,1264
12091020301,1400000US12091020301,2033,758,1275
12091020301,1400000US12091020301,296,124,172
12091020301,1400000US12091020301,430,192,238
12091020302,1400000US12091020302,1633,468,1165
12091020302,1400000US12091020302,1528,449,1079
12091020302,1400000US12091020302,1558,449,1109
12091020302,1400000US12091020302,43,8,35
12091020302,1400000US12091020302,43,8,35
12091020302,1400000US12091020302,1509,449,1060
12091020302,1400000US12091020302,1539,449,1090
12091020302,1400000US12091020302,43,8,35
12091020302,1400000US12091020302,43,8,35
12091020302,1400000US12091020302,289,110,179
12091020302,1400000US12091020302,421,112,309
12091020400,1400000US12091020400,2155,643,1512
12091020400,1400000US12091020400,1849,633,1216
12091020400,1400000US12091020400,1862,633,1229
12091020400,1400000US12091020400,234,10,224
12091020400,1400000US12091020400,234,10,224
12091020400,1400000US12091020400,1690,549,1141
12091020400,1400000US12091020400,1703,549,1154
12091020400,1400000US12091020400,234,10,224
12091020400,1400000US12091020400,234,10,224
12091020400,1400000US12091020400,351,84,267
12091020400,1400000US12091020400,498,184,314
12091020500,1400000US12091020500,2587,790,1797
12091020500,1400000US12091020500,2229,744,1485
12091020500,1400000US12091020500,2261,744,1517
12091020500,1400000US12091020500,2200,744,1456
12091020500,1400000US12091020500,2232,744,1488
12091020500,1400000US12091020500,383,166,217
12091020500,1400000US12091020500,504,158,346
12091020600,1400000US12091020600,3503,669,2834
12091020600,1400000US12091020600,2477,486,1991
12091020600,1400000US12091020600,2553,486,2067
12091020600,1400000US12091020600,768,183,585
12091020600,1400000US12091020600,777,183,594
12091020600,1400000US12091020600,2228,444,1784
12091020600,1400000US12091020600,2272,444,1828
12091020600,1400000US12091020600,768,183,585
12091020600,1400000US12091020600,777,183,594
12091020600,1400000US12091020600,352,108,244
12091020600,1400000US12091020600,417,97,320
12091020600,1400000US12091020600,479,41,438
12091020700,1400000US12091020700,3548,728,2820
12091020700,1400000US12091020700,3122,643,2479
12091020700,1400000US12091020700,3230,667,2563
12091020700,1400000US12091020700,2971,609,2362
12091020700,1400000US12091020700,3051,633,2418
12091020700,1400000US12091020700,292,75,217
12091020700,1400000US12091020700,473,111,362
12091020700,1400000US12091020700,578,125,453
12091020700,1400000US12091020700,682,156,526
12091020800,1400000US12091020800,1500,392,1108
12091020800,1400000US12091020800,1285,377,908
12091020800,1400000US12091020800,1299,377,922
12091020800,1400000US12091020800,1183,332,851
12091020800,1400000US12091020800,1197,332,865
12091020800,1400000US12091020800,281,67,214
12091020800,1400000US12091020800,213,56,157
12091020900,1400000US12091020900,2112,527,1585
12091020900,1400000US12091020900,2001,527,1474
12091020900,1400000US12091020900,2022,527,1495
12091020900,1400000US12091020900,1988,527,1461
12091020900,1400000US12091020900,1988,527,1461
12091020900,1400000US12091020900,331,139,192
12091020900,1400000US12091020900,426,91,335
12091021001,1400000US12091021001,2089,702,1387
12091021001,1400000US12091021001,1998,678,1320
12091021001,1400000US12091021001,2022,689,1333
12091021001,1400000US12091021001,1951,678,1273
12091021001,1400000US12091021001,1962,689,1273
12091021001,1400000US12091021001,525,174,351
12091021001,1400000US12091021001,308,144,164
12091021002,1400000US12091021002,1716,620,1096
12091021002,1400000US12091021002,1669,620,1049
12091021002,1400000US12091021002,1669,620,1049
12091021002,1400000US12091021002,1647,607,1040
12091021002,1400000US12091021002,1647,607,1040
12091021002,1400000US12091021002,348,106,242
12091021101,1400000US12091021101,1259,416,843
12091021101,1400000US12091021101,1167,371,796
12091021101,1400000US12091021101,1174,371,803
12091021101,1400000US12091021101,1167,371,796
12091021101,1400000US12091021101,1174,371,803
12091021102,1400000US12091021102,3015,1010,2005
12091021102,1400000US12091021102,2692,932,1760
12091021102,1400000US12091021102,2784,970,1814
12091021102,1400000US12091021102,2641,932,1709
12091021102,1400000US12091021102,2710,970,1740
12091021102,1400000US12091021102,502,239,263
12091021102,1400000US12091021102,376,135,241
12091021102,1400000US12091021102,447,149,298
12091021102,1400000US12091021102,402,136,266
12091021200,1400000US12091021200,2227,544,1683
12091021200,1400000US12091021200,2014,544,1470
12091021200,1400000US12091021200,2038,544,1494
12091021200,1400000US12091021200,1882,544,1338
12091021200,1400000US12091021200,1906,544,1362
12091021200,1400000US12091021200,348,103,245
12091021200,1400000US12091021200,269,63,206
12091021400,1400000US12091021400,1252,0,1252
12091021400,1400000US12091021400,823,0,823
12091021400,1400000US12091021400,843,0,843
12091021400,1400000US12091021400,363,0,363
12091021400,1400000US12091021400,690,0,690
12091021400,1400000US12091021400,702,0,702
12091021400,1400000US12091021400,229,0,229
12091021501,1400000US12091021501,1709,393,1316
12091021501,1400000US12091021501,1485,372,1113
12091021501,1400000US12091021501,1485,372,1113
12091021501,1400000US12091021501,1399,346,1053
12091021501,1400000US12091021501,1399,346,1053
12091021501,1400000US12091021501,342,90,252
12091021502,1400000US12091021502,1607,468,1139
12091021502,1400000US12091021502,1390,442,948
12091021502,1400000US12091021502,1405,457,948
12091021502,1400000US12091021502,1361,442,919
12091021502,1400000US12091021502,1376,457,919
12091021502,1400000US12091021502,380,103,277
12091021502,1400000US12091021502,307,126,181
12091021502,1400000US12091021502,254,115,139
12091021600,1400000US12091021600,792,374,418
12091021600,1400000US12091021600,748,374,374
12091021600,1400000US12091021600,748,374,374
12091021600,1400000US12091021600,748,374,374
12091021600,1400000US12091021600,748,374,374
12091021700,1400000US12091021700,1061,471,590
12091021700,1400000US12091021700,1047,457,590
12091021700,1400000US12091021700,1047,457,590
12091021700,1400000US12091021700,1047,457,590
12091021700,1400000US12091021700,1047,457,590
12091021700,1400000US12091021700,263,154,109
12091021801,1400000US12091021801,2094,253,1841
12091021801,1400000US12091021801,1668,229,1439
12091021801,1400000US12091021801,1723,229,1494
12091021801,1400000US12091021801,1626,229,1397
12091021801,1400000US12091021801,1655,229,1426
12091021802,1400000US12091021802,2250,761,1489
12091021802,1400000US12091021802,1743,578,1165
12091021802,1400000US12091021802,1767,578,1189
12091021802,1400000US12091021802,1551,515,1036
12091021802,1400000US12091021802,1575,515,1060
12091021900,1400000US12091021900,3329,886,2443
12091021900,1400000US12091021900,2288,637,1651
12091021900,1400000US12091021900,2384,666,1718
12091021900,1400000US12091021900,782,187,595
12091021900,1400000US12091021900,782,187,595
12091021900,1400000US12091021900,2271,637,1634
12091021900,1400000US12091021900,2321,637,1684
12091021900,1400000US12091021900,782,187,595
12091021900,1400000US12091021900,782,187,595
12091021900,1400000US12091021900,552,200,352
12091021900,1400000US12091021900,249,104,145
12091021900,1400000US12091021900,323,124,199
12091022001,1400000US12091022001,1637,343,1294
12091022001,1400000US12091022001,1350,317,1033
12091022001,1400000US12091022001,1379,317,1062
12091022001,1400000US12091022001,1237,296,941
12091022001,1400000US12091022001,1266,296,970
12091022002,1400000US12091022002,1405,375,1030
12091022002,1400000US12091022002,1113,346,767
12091022002,1400000US12091022002,1195,361,834
12091022002,1400000US12091022002,1103,346,757
12091022002,1400000US12091022002,1185,361,824
12091022100,1400000US12091022100,1304,422,882
12091022100,1400000US12091022100,1158,409,749
12091022100,1400000US12091022100,1158,409,749
12091022100,1400000US12091022100,1105,401,704
12091022100,1400000US12091022100,1105,401,704
12091022300,1400000US12091022300,968,166,802
12091022300,1400000US12091022300,813,163,650
12091022300,1400000US12091022300,813,163,650
12091022300,1400000US12091022300,813,163,650
12091022300,1400000US12091022300,813,163,650
12091022400,1400000US12091022400,1628,550,1078
12091022400,1400000US12091022400,1467,528,939
12091022400,1400000US12091022400,1486,528,958
12091022400,1400000US12091022400,1403,508,895
12091022400,1400000US12091022400,1422,508,914
12091022500,1400000US12091022500,1706,615,1091
12091022500,1400000US12091022500,1467,531,936
12091022500,1400000US12091022500,1477,541,936
12091022500,1400000US12091022500,1425,518,907
12091022500,1400000US12091022500,1435,528,907
12091022500,1400000US12091022500,285,84,201
12091022600,1400000US12091022600,1524,377,1147
12091022600,1400000US12091022600,1114,251,863
12091022600,1400000US12091022600,1135,260,875
12091022600,1400000US12091022600,329,92,237
12091022600,1400000US12091022600,329,92,237
12091022600,1400000US12091022600,949,233,716
12091022600,1400000US12091022600,970,242,728
12091022600,1400000US12091022600,309,92,217
12091022600,1400000US12091022600,309,92,217
12091022700,1400000US12091022700,1485,471,1014
12091022700,1400000US12091022700,1188,413,775
12091022700,1400000US12091022700,1196,413,783
12091022700,1400000US12091022700,1175,413,762
12091022700,1400000US12091022700,1183,413,770
12091022800,1400000US12091022800,1089,265,824
12091022800,1400000US12091022800,769,210,559
12091022800,1400000US12091022800,792,210,582
12091022800,1400000US12091022800,640,132,508
12091022800,1400000US12091022800,663,132,531
12091022900,1400000US12091022900,1849,588,1261
12091022900,1400000US12091022900,1489,484,1005
12091022900,1400000US12091022900,1542,501,1041
12091022900,1400000US12091022900,1409,465,944
12091022900,1400000US12091022900,1451,482,969
12091022900,1400000US12091022900,294,134,160
12091023100,1400000US12091023100,3073,486,2587
12091023100,1400000US12091023100,2584,415,2169
12091023100,1400000US12091023100,2625,447,2178
12091023100,1400000US12091023100,2310,394,1916
12091023100,1400000US12091023100,2342,426,1916
12091023100,1400000US12091023100,390,72,318
12091023100,1400000US12091023100,574,79,495
12091023100,1400000US12091023100,342,57,285
12091023200,1400000US12091023200,965,312,653
12091023200,1400000US12091023200,919,312,607
12091023200,1400000US12091023200,919,312,607
12091023200,1400000US12091023200,895,312,583
12091023200,1400000US12091023200,895,312,583
12091023303,1400000US12091023303,757,358,399
12091023303,1400000US12091023303,743,358,385
12091023303,1400000US12091023303,743,358,385
12091023303,1400000US12091023303,729,344,385
12091023303,1400000US12091023303,729,344,385
12091023304,1400000US12091023304,968,277,691
12091023304,1400000US12091023304,918,277,641
12091023304,1400000US12091023304,918,277,641
12091023304,1400000US12091023304,877,277,600
12091023304,1400000US12091023304,877,277,600
12091023305,1400000US12091023305,1485,374,1111
12091023305,1400000US12091023305,1347,336,1011
12091023305,1400000US12091023305,1347,336,1011
12091023305,1400000US12091023305,1313,336,977
12091023305,1400000US12091023305,1313,336,977
12091023305,1400000US12091023305,290,74,216
12091023306,1400000US12091023306,980,227,753
12091023306,1400000US12091023306,892,227,665
12091023306,1400000US12091023306,923,227,696
12091023306,1400000US12091023306,887,227,660
12091023306,1400000US12091023306,918,227,691
12091023307,1400000US12091023307,938,141,797
12091023307,1400000US12091023307,889,141,748
12091023307,1400000US12091023307,915,141,774
12091023307,1400000US12091023307,763,141,622
12091023307,1400000US12091023307,763,141,622
12091023308,1400000US12091023308,1397,349,1048
12091023308,1400000US12091023308,1340,335,1005
12091023308,1400000US12091023308,1340,335,1005
12091023308,1400000US12091023308,1281,335,946
12091023308,1400000US12091023308,1281,335,946
12093910101,1400000US12093910101,1274,366,908
12093910101,1400000US12093910101,1162,366,796
12093910101,1400000US12093910101,1162,366,796
12093910101,1400000US12093910101,36,0,36
12093910101,1400000US12093910101,36,0,36
12093910101,1400000US12093910101,1052,352,700
12093910101,1400000US12093910101,1052,352,700
12093910101,1400000US12093910101,36,0,36
12093910101,1400000US12093910101,36,0,36
12093910102,1400000US12093910102,993,461,532
12093910102,1400000US12093910102,868,336,532
12093910102,1400000US12093910102,868,336,532
12093910102,1400000US12093910102,785,336,449
12093910102,1400000US12093910102,785,336,449
12093910201,1400000US12093910201,1324,249,1075
12093910201,1400000US12093910201,1040,210,830
12093910201,1400000US12093910201,1059,210,849
12093910201,1400000US12093910201,306,45,261
12093910201,1400000US12093910201,251,45,206
12093910201,1400000US12093910201,763,182,581
12093910201,1400000US12093910201,782,182,600
12093910201,1400000US12093910201,277,28,249
12093910201,1400000US12093910201,277,28,249
12093910202,1400000US12093910202,1294,342,952
12093910202,1400000US12093910202,955,342,613
12093910202,1400000US12093910202,1007,342,665
12093910202,1400000US12093910202,468,64,404
12093910202,1400000US12093910202,385,0,385
12093910202,1400000US12093910202,615,278,337
12093910202,1400000US12093910202,615,278,337
12093910202,1400000US12093910202,340,64,276
12093910202,1400000US12093910202,392,64,328
12093910300,1400000US12093910300,805,358,447
12093910300,1400000US12093910300,570,204,366
12093910300,1400000US12093910300,570,204,366
12093910300,1400000US12093910300,470,204,266
12093910300,1400000US12093910300,470,204,266
12093910401,1400000US12093910401,1326,698,628
12093910401,1400000US12093910401,1291,698,593
12093910401,1400000US12093910401,1326,698,628
12093910401,1400000US12093910401,1111,564,547
12093910401,1400000US12093910401,1146,564,582
12093910402,1400000US12093910402,867,330,537
12093910402,1400000US12093910402,824,330,494
12093910402,1400000US12093910402,833,330,503
12093910402,1400000US12093910402,678,295,383
12093910402,1400000US12093910402,687,295,392
12093910403,1400000US12093910403,1484,752,732
12093910403,1400000US12093910403,1484,752,732
12093910403,1400000US12093910403,1484,752,732
12093910403,1400000US12093910403,1315,714,601
12093910403,1400000US12093910403,1315,714,601
12093910500,1400000US12093910500,1605,821,784
12093910500,1400000US12093910500,1475,821,654
12093910500,1400000US12093910500,1492,821,671
12093910500,1400000US12093910500,1394,821,573
12093910500,1400000US12093910500,1411,821,590
12093910500,1400000US12093910500,398,284,114
12093910601,1400000US12093910601,2019,945,1074
12093910601,1400000US12093910601,1909,922,987
12093910601,1400000US12093910601,1935,933,1002
12093910601,1400000US12093910601,1710,911,799
12093910601,1400000US12093910601,1721,922,799
12093910601,1400000US12093910601,340,197,143
12093910602,1400000US12093910602,651,285,366
12093910602,1400000US12093910602,622,285,337
12093910602,1400000US12093910602,622,285,337
12093910602,1400000US12093910602,622,285,337
12093910602,1400000US12093910602,622,285,337
12095010200,1400000US12095010200,2467,475,1992
12095010200,1400000US12095010200,2245,436,1809
12095010200,1400000US12095010200,2245,436,1809
12095010200,1400000US12095010200,2013,354,1659
12095010200,1400000US12095010200,2013,354,1659
12095010200,1400000US12095010200,572,79,493
12095010300,1400000US12095010300,1871,634,1237
12095010300,1400000US12095010300,1721,564,1157
12095010300,1400000US12095010300,1740,583,1157
12095010300,1400000US12095010300,1543,517,1026
12095010300,1400000US12095010300,1562,536,1026
12095010400,1400000US12095010400,448,115,333
12095010400,1400000US12095010400,383,99,284
12095010400,1400000US12095010400,383,99,284
12095010400,1400000US12095010400,373,89,284
12095010400,1400000US12095010400,373,89,284
12095010500,1400000US12095010500,539,188,351
12095010500,1400000US12095010500,503,162,341
12095010500,1400000US12095010500,503,162,341
12095010500,1400000US12095010500,494,153,341
12095010500,1400000US12095010500,494,153,341
12095010802,1400000US12095010802,1587,304,1283
12095010802,1400000US12095010802,1365,258,1107
12095010802,1400000US12095010802,1387,258,1129
12095010802,1400000US12095010802,1295,217,1078
12095010802,1400000US12095010802,1317,217,1100
12095010802,1400000US12095010802,387,81,306
12095010802,1400000US12095010802,403,65,338
12095011000,1400000US12095011000,1557,288,1269
12095011000,1400000US12095011000,1400,260,1140
12095011000,1400000US12095011000,1428,260,1168
12095011000,1400000US12095011000,1295,212,1083
12095011000,1400000US12095011000,1323,212,1111
12095011100,1400000US12095011100,1422,355,1067
12095011100,1400000US12095011100,1218,355,863
12095011100,1400000US12095011100,1235,355,880
12095011100,1400000US12095011100,1087,346,741
12095011100,1400000US12095011100,1104,346,758
12095011200,1400000US12095011200,1463,335,1128
12095011200,1400000US12095011200,1383,312,1071
12095011200,1400000US12095011200,1396,312,1084
12095011200,1400000US12095011200,1290,312,978
12095011200,1400000US12095011200,1290,312,978
12095011300,1400000US12095011300,1975,316,1659
12095011300,1400000US12095011300,1875,316,1559
12095011300,1400000US12095011300,1875,316,1559
12095011300,1400000US12095011300,1745,305,1440
12095011300,1400000US12095011300,1745,305,1440
12095011300,1400000US12095011300,466,122,344
12095011300,1400000US12095011300,434,79,355
12095011300,1400000US12095011300,544,48,496
12095011600,1400000US12095011600,1620,499,1121
12095011600,1400000US12095011600,550,134,416
12095011600,1400000US12095011600,550,134,416
12095011600,1400000US12095011600,974,310,664
12095011600,1400000US12095011600,986,310,676
12095011600,1400000US12095011600,446,94,352
12095011600,1400000US12095011600,446,94,352
12095011600,1400000US12095011600,974,310,664
12095011600,1400000US12095011600,986,310,676
12095011701,1400000US12095011701,1538,532,1006
12095011701,1400000US12095011701,1485,511,974
12095011701,1400000US12095011701,1508,523,985
12095011701,1400000US12095011701,1485,511,974
12095011701,1400000US12095011701,1508,523,985
12095011702,1400000US12095011702,1642,520,1122
12095011702,1400000US12095011702,1607,520,1087
12095011702,1400000US12095011702,1607,520,1087
12095011702,1400000US12095011702,1607,520,1087
12095011702,1400000US12095011702,1607,520,1087
12095012000,1400000US12095012000,2005,663,1342
12095012000,1400000US12095012000,463,323,140
12095012000,1400000US12095012000,463,323,140
12095012000,1400000US12095012000,1374,286,1088
12095012000,1400000US12095012000,1384,296,1088
12095012000,1400000US12095012000,449,309,140
12095012000,1400000US12095012000,449,309,140
12095012000,1400000US12095012000,1374,286,1088
12095012000,1400000US12095012000,1384,296,1088
12095012000,1400000US12095012000,605,106,499
12095012100,1400000US12095012100,2157,509,1648
12095012100,1400000US12095012100,519,263,256
12095012100,1400000US12095012100,519,263,256
12095012100,1400000US12095012100,1345,224,1121
12095012100,1400000US12095012100,1354,224,1130
12095012100,1400000US12095012100,452,227,225
12095012100,1400000US12095012100,452,227,225
12095012100,1400000US12095012100,1345,224,1121
12095012100,1400000US12095012100,1354,224,1130
12095012100,1400000US12095012100,577,43,534
12095012201,1400000US12095012201,1450,383,1067
12095012201,1400000US12095012201,497,214,283
12095012201,1400000US12095012201,497,214,283
12095012201,1400000US12095012201,878,169,709
12095012201,1400000US12095012201,889,169,720
12095012201,1400000US12095012201,404,158,246
12095012201,1400000US12095012201,404,158,246
12095012201,1400000US12095012201,878,169,709
12095012201,1400000US12095012201,889,169,720
12095012202,1400000US12095012202,1558,304,1254
12095012202,1400000US12095012202,252,119,133
12095012202,1400000US12095012202,1141,176,965
12095012202,1400000US12095012202,1178,203,975
12095012202,1400000US12095012202,1141,176,965
12095012202,1400000US12095012202,1178,203,975
12095012202,1400000US12095012202,455,63,392
12095012303,1400000US12095012303,2098,479,1619
12095012303,1400000US12095012303,503,257,246
12095012303,1400000US12095012303,555,257,298
12095012303,1400000US12095012303,1326,194,1132
12095012303,1400000US12095012303,1350,194,1156
12095012303,1400000US12095012303,332,157,175
12095012303,1400000US12095012303,367,157,210
12095012303,1400000US12095012303,1326,194,1132
12095012303,1400000US12095012303,1350,194,1156
12095012303,1400000US12095012303,527,88,439
12095012304,1400000US12095012304,2081,485,1596
12095012304,1400000US12095012304,288,82,206
12095012304,1400000US12095012304,288,82,206
12095012304,1400000US12095012304,1521,312,1209
12095012304,1400000US12095012304,1548,327,1221
12095012304,1400000US12095012304,337,128,209
12095012304,1400000US12095012304,219,66,153
12095012304,1400000US12095012304,219,66,153
12095012304,1400000US12095012304,1458,282,1176
12095012304,1400000US12095012304,1470,282,1188
12095012304,1400000US12095012304,633,214,419
12095012305,1400000US12095012305,2603,535,2068
12095012305,1400000US12095012305,710,243,467
12095012305,1400000US12095012305,741,243,498
12095012305,1400000US12095012305,1413,218,1195
12095012305,1400000US12095012305,1413,218,1195
12095012305,1400000US12095012305,481,138,343
12095012305,1400000US12095012305,550,156,394
12095012305,1400000US12095012305,550,156,394
12095012305,1400000US12095012305,1362,167,1195
12095012305,1400000US12095012305,1362,167,1195
12095012306,1400000US12095012306,1066,299,767
12095012306,1400000US12095012306,205,74,131
12095012306,1400000US12095012306,250,119,131
12095012306,1400000US12095012306,737,128,609
12095012306,1400000US12095012306,774,165,609
12095012306,1400000US12095012306,205,74,131
12095012306,1400000US12095012306,205,74,131
12095012306,1400000US12095012306,737,128,609
12095012306,1400000US12095012306,745,136,609
12095012307,1400000US12095012307,2188,429,1759
12095012307,1400000US12095012307,549,203,346
12095012307,1400000US12095012307,549,203,346
12095012307,1400000US12095012307,1429,207,1222
12095012307,1400000US12095012307,1429,207,1222
12095012307,1400000US12095012307,477,194,283
12095012307,1400000US12095012307,477,194,283
12095012307,1400000US12095012307,1429,207,1222
12095012307,1400000US12095012307,1429,207,1222
12095012307,1400000US12095012307,522,17,505
12095012307,1400000US12095012307,400,0,400
12095012401,1400000US12095012401,3126,483,2643
12095012401,1400000US12095012401,945,164,781
12095012401,1400000US12095012401,1010,196,814
12095012401,1400000US12095012401,1910,267,1643
12095012401,1400000US12095012401,1943,267,1676
12095012401,1400000US12095012401,815,151,664
12095012401,1400000US12095012401,880,183,697
12095012401,1400000US12095012401,1892,267,1625
12095012401,1400000US12095012401,1925,267,1658
12095012402,1400000US12095012402,1998,470,1528
12095012402,1400000US12095012402,654,193,461
12095012402,1400000US12095012402,654,193,461
12095012402,1400000US12095012402,972,214,758
12095012402,1400000US12095012402,987,229,758
12095012402,1400000US12095012402,484,153,331
12095012402,1400000US12095012402,484,153,331
12095012402,1400000US12095012402,972,214,758
12095012402,1400000US12095012402,987,229,758
12095012403,1400000US12095012403,1682,283,1399
12095012403,1400000US12095012403,549,162,387
12095012403,1400000US12095012403,576,162,414
12095012403,1400000US12095012403,946,121,825
12095012403,1400000US12095012403,955,121,834
12095012403,1400000US12095012403,457,125,332
12095012403,1400000US12095012403,484,125,359
12095012403,1400000US12095012403,934,109,825
12095012403,1400000US12095012403,943,109,834
12095012500,1400000US12095012500,1237,411,826
12095012500,1400000US12095012500,1170,399,771
12095012500,1400000US12095012500,1170,399,771
12095012500,1400000US12095012500,1077,390,687
12095012500,1400000US12095012500,1077,390,687
12095012600,1400000US12095012600,2142,502,1640
12095012600,1400000US12095012600,2051,502,1549
12095012600,1400000US12095012600,2051,502,1549
12095012600,1400000US12095012600,2012,502,1510
12095012600,1400000US12095012600,2012,502,1510
12095012600,1400000US12095012600,396,154,242
12095012600,1400000US12095012600,418,143,275
12095012701,1400000US12095012701,2450,344,2106
12095012701,1400000US12095012701,2315,329,1986
12095012701,1400000US12095012701,2315,329,1986
