Id2,Id,Estimate; Total:,Estimate; Total: - With Supplemental Security Income (SSI),Estimate; Total: - No Supplemental Security Income (SSI)
12086005303,1400000US12086005303,1085,215,870
12086005304,1400000US12086005304,1924,277,1647
12086005304,1400000US12086005304,1742,269,1473
12086005304,1400000US12086005304,1753,269,1484
12086005304,1400000US12086005304,1902,277,1625
12086005304,1400000US12086005304,992,186,806
12086005304,1400000US12086005304,790,91,699
12086005304,1400000US12086005304,702,37,665
12086005304,1400000US12086005304,1731,269,1462
12086005304,1400000US12086005304,1742,269,1473
12086005403,1400000US12086005403,531,59,472
12086005403,1400000US12086005403,460,31,429
12086005403,1400000US12086005403,460,31,429
12086005403,1400000US12086005403,531,59,472
12086005403,1400000US12086005403,460,31,429
12086005403,1400000US12086005403,460,31,429
12086005405,1400000US12086005405,1140,76,1064
12086005405,1400000US12086005405,1007,61,946
12086005405,1400000US12086005405,1007,61,946
12086005405,1400000US12086005405,1024,76,948
12086005405,1400000US12086005405,533,66,467
12086005405,1400000US12086005405,474,10,464
12086005405,1400000US12086005405,333,10,323
12086005405,1400000US12086005405,891,61,830
12086005405,1400000US12086005405,891,61,830
12086005406,1400000US12086005406,1377,82,1295
12086005406,1400000US12086005406,1215,82,1133
12086005406,1400000US12086005406,1215,82,1133
12086005406,1400000US12086005406,1368,82,1286
12086005406,1400000US12086005406,883,20,863
12086005406,1400000US12086005406,647,0,647
12086005406,1400000US12086005406,1215,82,1133
12086005406,1400000US12086005406,1215,82,1133
12086005407,1400000US12086005407,832,115,717
12086005407,1400000US12086005407,701,97,604
12086005407,1400000US12086005407,701,97,604
12086005407,1400000US12086005407,809,115,694
12086005407,1400000US12086005407,678,97,581
12086005407,1400000US12086005407,678,97,581
12086005409,1400000US12086005409,1500,259,1241
12086005409,1400000US12086005409,1264,211,1053
12086005409,1400000US12086005409,1321,211,1110
12086005409,1400000US12086005409,1442,259,1183
12086005409,1400000US12086005409,687,178,509
12086005409,1400000US12086005409,682,66,616
12086005409,1400000US12086005409,433,66,367
12086005409,1400000US12086005409,1247,211,1036
12086005409,1400000US12086005409,1304,211,1093
12086005410,1400000US12086005410,1291,217,1074
12086005410,1400000US12086005410,1204,217,987
12086005410,1400000US12086005410,1216,217,999
12086005410,1400000US12086005410,1279,217,1062
12086005410,1400000US12086005410,800,217,583
12086005410,1400000US12086005410,1192,217,975
12086005410,1400000US12086005410,1204,217,987
12086005501,1400000US12086005501,2075,164,1911
12086005501,1400000US12086005501,1911,164,1747
12086005501,1400000US12086005501,1955,164,1791
12086005501,1400000US12086005501,1956,134,1822
12086005501,1400000US12086005501,1539,112,1427
12086005501,1400000US12086005501,369,10,359
12086005501,1400000US12086005501,1839,134,1705
12086005501,1400000US12086005501,1883,134,1749
12086005502,1400000US12086005502,2654,429,2225
12086005502,1400000US12086005502,2531,429,2102
12086005502,1400000US12086005502,2562,429,2133
12086005502,1400000US12086005502,2587,429,2158
12086005502,1400000US12086005502,2098,375,1723
12086005502,1400000US12086005502,463,40,423
12086005502,1400000US12086005502,2480,429,2051
12086005502,1400000US12086005502,2511,429,2082
12086005600,1400000US12086005600,1739,58,1681
12086005600,1400000US12086005600,1636,58,1578
12086005600,1400000US12086005600,1676,58,1618
12086005600,1400000US12086005600,1579,58,1521
12086005600,1400000US12086005600,1151,0,1151
12086005600,1400000US12086005600,397,58,339
12086005600,1400000US12086005600,1499,58,1441
12086005600,1400000US12086005600,1539,58,1481
12086005701,1400000US12086005701,2106,352,1754
12086005701,1400000US12086005701,2006,352,1654
12086005701,1400000US12086005701,2012,352,1660
12086005701,1400000US12086005701,2042,352,1690
12086005701,1400000US12086005701,1829,314,1515
12086005701,1400000US12086005701,1942,352,1590
12086005701,1400000US12086005701,1948,352,1596
12086005703,1400000US12086005703,2890,352,2538
12086005703,1400000US12086005703,2585,266,2319
12086005703,1400000US12086005703,2609,266,2343
12086005703,1400000US12086005703,2837,352,2485
12086005703,1400000US12086005703,2214,294,1920
12086005703,1400000US12086005703,477,34,443
12086005703,1400000US12086005703,2532,266,2266
12086005703,1400000US12086005703,2556,266,2290
12086005704,1400000US12086005704,2835,270,2565
12086005704,1400000US12086005704,2707,270,2437
12086005704,1400000US12086005704,2707,270,2437
12086005704,1400000US12086005704,2774,270,2504
12086005704,1400000US12086005704,1985,241,1744
12086005704,1400000US12086005704,740,29,711
12086005704,1400000US12086005704,452,0,452
12086005704,1400000US12086005704,2646,270,2376
12086005704,1400000US12086005704,2646,270,2376
12086005801,1400000US12086005801,2256,264,1992
12086005801,1400000US12086005801,2109,217,1892
12086005801,1400000US12086005801,2109,217,1892
12086005801,1400000US12086005801,2143,248,1895
12086005801,1400000US12086005801,1736,156,1580
12086005801,1400000US12086005801,242,16,226
12086005801,1400000US12086005801,2017,201,1816
12086005801,1400000US12086005801,2017,201,1816
12086005802,1400000US12086005802,2845,182,2663
12086005802,1400000US12086005802,2660,182,2478
12086005802,1400000US12086005802,2748,182,2566
12086005802,1400000US12086005802,2698,171,2527
12086005802,1400000US12086005802,2262,159,2103
12086005802,1400000US12086005802,2521,171,2350
12086005802,1400000US12086005802,2609,171,2438
12086005901,1400000US12086005901,1603,140,1463
12086005901,1400000US12086005901,1528,140,1388
12086005901,1400000US12086005901,1589,140,1449
12086005901,1400000US12086005901,1516,140,1376
12086005901,1400000US12086005901,1248,127,1121
12086005901,1400000US12086005901,1441,140,1301
12086005901,1400000US12086005901,1502,140,1362
12086005902,1400000US12086005902,1231,76,1155
12086005902,1400000US12086005902,1189,76,1113
12086005902,1400000US12086005902,1189,76,1113
12086005902,1400000US12086005902,1147,76,1071
12086005902,1400000US12086005902,914,46,868
12086005902,1400000US12086005902,164,30,134
12086005902,1400000US12086005902,1105,76,1029
12086005902,1400000US12086005902,1105,76,1029
12086005903,1400000US12086005903,1556,118,1438
12086005903,1400000US12086005903,1509,118,1391
12086005903,1400000US12086005903,1509,118,1391
12086005903,1400000US12086005903,1495,118,1377
12086005903,1400000US12086005903,1340,104,1236
12086005903,1400000US12086005903,1448,118,1330
12086005903,1400000US12086005903,1448,118,1330
12086005904,1400000US12086005904,1483,94,1389
12086005904,1400000US12086005904,1395,87,1308
12086005904,1400000US12086005904,1424,87,1337
12086005904,1400000US12086005904,1371,94,1277
12086005904,1400000US12086005904,1047,94,953
12086005904,1400000US12086005904,1283,87,1196
12086005904,1400000US12086005904,1312,87,1225
12086006001,1400000US12086006001,2016,35,1981
12086006001,1400000US12086006001,1812,26,1786
12086006001,1400000US12086006001,1863,35,1828
12086006001,1400000US12086006001,1721,26,1695
12086006001,1400000US12086006001,1362,26,1336
12086006001,1400000US12086006001,359,0,359
12086006001,1400000US12086006001,1548,26,1522
12086006001,1400000US12086006001,1590,26,1564
12086006002,1400000US12086006002,1647,49,1598
12086006002,1400000US12086006002,1581,49,1532
12086006002,1400000US12086006002,1581,49,1532
12086006002,1400000US12086006002,1350,35,1315
12086006002,1400000US12086006002,960,11,949
12086006002,1400000US12086006002,282,24,258
12086006002,1400000US12086006002,1294,35,1259
12086006002,1400000US12086006002,1294,35,1259
12086006101,1400000US12086006101,1969,25,1944
12086006101,1400000US12086006101,1838,25,1813
12086006101,1400000US12086006101,1838,25,1813
12086006101,1400000US12086006101,1383,25,1358
12086006101,1400000US12086006101,933,25,908
12086006101,1400000US12086006101,527,0,527
12086006101,1400000US12086006101,527,0,527
12086006101,1400000US12086006101,1311,25,1286
12086006101,1400000US12086006101,1311,25,1286
12086006102,1400000US12086006102,2179,43,2136
12086006102,1400000US12086006102,2099,43,2056
12086006102,1400000US12086006102,2133,43,2090
12086006102,1400000US12086006102,1253,0,1253
12086006102,1400000US12086006102,820,0,820
12086006102,1400000US12086006102,926,43,883
12086006102,1400000US12086006102,926,43,883
12086006102,1400000US12086006102,1173,0,1173
12086006102,1400000US12086006102,1207,0,1207
12086006201,1400000US12086006201,1220,36,1184
12086006201,1400000US12086006201,1101,27,1074
12086006201,1400000US12086006201,1146,36,1110
12086006201,1400000US12086006201,1016,36,980
12086006201,1400000US12086006201,560,18,542
12086006201,1400000US12086006201,978,27,951
12086006201,1400000US12086006201,1006,36,970
12086006203,1400000US12086006203,884,34,850
12086006203,1400000US12086006203,856,34,822
12086006203,1400000US12086006203,856,34,822
12086006203,1400000US12086006203,500,34,466
12086006203,1400000US12086006203,500,34,466
12086006203,1400000US12086006203,500,34,466
12086006205,1400000US12086006205,1776,18,1758
12086006205,1400000US12086006205,1565,18,1547
12086006205,1400000US12086006205,1596,18,1578
12086006205,1400000US12086006205,1277,13,1264
12086006205,1400000US12086006205,695,13,682
12086006205,1400000US12086006205,1174,13,1161
12086006205,1400000US12086006205,1191,13,1178
12086006206,1400000US12086006206,1242,0,1242
12086006206,1400000US12086006206,1183,0,1183
12086006206,1400000US12086006206,1183,0,1183
12086006206,1400000US12086006206,709,0,709
12086006206,1400000US12086006206,485,0,485
12086006206,1400000US12086006206,485,0,485
12086006206,1400000US12086006206,698,0,698
12086006206,1400000US12086006206,698,0,698
12086006301,1400000US12086006301,2836,390,2446
12086006301,1400000US12086006301,2594,364,2230
12086006301,1400000US12086006301,2594,364,2230
12086006301,1400000US12086006301,2706,376,2330
12086006301,1400000US12086006301,1917,363,1554
12086006301,1400000US12086006301,758,13,745
12086006301,1400000US12086006301,2473,350,2123
12086006301,1400000US12086006301,2473,350,2123
12086006302,1400000US12086006302,1994,85,1909
12086006302,1400000US12086006302,1815,51,1764
12086006302,1400000US12086006302,1830,51,1779
12086006302,1400000US12086006302,1846,85,1761
12086006302,1400000US12086006302,1300,51,1249
12086006302,1400000US12086006302,418,34,384
12086006302,1400000US12086006302,1681,51,1630
12086006302,1400000US12086006302,1696,51,1645
12086006401,1400000US12086006401,1250,142,1108
12086006401,1400000US12086006401,1231,142,1089
12086006401,1400000US12086006401,1231,142,1089
12086006401,1400000US12086006401,1219,142,1077
12086006401,1400000US12086006401,734,132,602
12086006401,1400000US12086006401,371,10,361
12086006401,1400000US12086006401,192,10,182
12086006401,1400000US12086006401,1200,142,1058
12086006401,1400000US12086006401,1200,142,1058
12086006402,1400000US12086006402,1377,117,1260
12086006402,1400000US12086006402,1293,93,1200
12086006402,1400000US12086006402,1293,93,1200
12086006402,1400000US12086006402,1261,117,1144
12086006402,1400000US12086006402,742,117,625
12086006402,1400000US12086006402,495,0,495
12086006402,1400000US12086006402,1177,93,1084
12086006402,1400000US12086006402,1177,93,1084
12086006403,1400000US12086006403,1355,105,1250
12086006403,1400000US12086006403,1205,91,1114
12086006403,1400000US12086006403,1205,91,1114
12086006403,1400000US12086006403,1210,96,1114
12086006403,1400000US12086006403,832,96,736
12086006403,1400000US12086006403,303,0,303
12086006403,1400000US12086006403,1097,82,1015
12086006403,1400000US12086006403,1097,82,1015
12086006501,1400000US12086006501,982,105,877
12086006501,1400000US12086006501,968,96,872
12086006501,1400000US12086006501,968,96,872
12086006501,1400000US12086006501,841,105,736
12086006501,1400000US12086006501,551,78,473
12086006501,1400000US12086006501,827,96,731
12086006501,1400000US12086006501,827,96,731
12086006503,1400000US12086006503,962,34,928
12086006503,1400000US12086006503,945,34,911
12086006503,1400000US12086006503,959,34,925
12086006503,1400000US12086006503,883,34,849
12086006503,1400000US12086006503,629,23,606
12086006503,1400000US12086006503,866,34,832
12086006503,1400000US12086006503,880,34,846
12086006504,1400000US12086006504,821,38,783
12086006504,1400000US12086006504,682,38,644
12086006504,1400000US12086006504,710,38,672
12086006504,1400000US12086006504,720,38,682
12086006504,1400000US12086006504,540,38,502
12086006504,1400000US12086006504,593,38,555
12086006504,1400000US12086006504,609,38,571
12086006601,1400000US12086006601,2914,237,2677
12086006601,1400000US12086006601,2667,210,2457
12086006601,1400000US12086006601,2681,224,2457
12086006601,1400000US12086006601,2646,226,2420
12086006601,1400000US12086006601,1523,198,1325
12086006601,1400000US12086006601,974,14,960
12086006601,1400000US12086006601,433,0,433
12086006601,1400000US12086006601,455,14,441
12086006601,1400000US12086006601,2444,199,2245
12086006601,1400000US12086006601,2458,213,2245
12086006602,1400000US12086006602,2346,267,2079
12086006602,1400000US12086006602,2103,191,1912
12086006602,1400000US12086006602,2103,191,1912
12086006602,1400000US12086006602,1993,267,1726
12086006602,1400000US12086006602,888,211,677
12086006602,1400000US12086006602,976,14,962
12086006602,1400000US12086006602,1759,191,1568
12086006602,1400000US12086006602,1759,191,1568
12086006702,1400000US12086006702,3095,58,3037
12086006702,1400000US12086006702,2740,58,2682
12086006702,1400000US12086006702,2802,58,2744
12086006702,1400000US12086006702,1890,58,1832
12086006702,1400000US12086006702,633,24,609
12086006702,1400000US12086006702,971,0,971
12086006702,1400000US12086006702,771,0,771
12086006702,1400000US12086006702,994,0,994
12086006702,1400000US12086006702,994,0,994
12086006702,1400000US12086006702,1746,58,1688
12086006702,1400000US12086006702,1808,58,1750
12086006705,1400000US12086006705,2013,16,1997
12086006705,1400000US12086006705,1945,16,1929
12086006705,1400000US12086006705,1945,16,1929
12086006705,1400000US12086006705,1312,16,1296
12086006705,1400000US12086006705,645,0,645
12086006705,1400000US12086006705,508,0,508
12086006705,1400000US12086006705,649,0,649
12086006705,1400000US12086006705,649,0,649
12086006705,1400000US12086006705,1296,16,1280
12086006705,1400000US12086006705,1296,16,1280
12086006706,1400000US12086006706,1218,60,1158
12086006706,1400000US12086006706,1117,60,1057
12086006706,1400000US12086006706,1145,60,1085
12086006706,1400000US12086006706,783,13,770
12086006706,1400000US12086006706,749,13,736
12086006706,1400000US12086006706,766,13,753
12086006707,1400000US12086006707,1702,11,1691
12086006707,1400000US12086006707,1579,0,1579
12086006707,1400000US12086006707,1584,0,1584
12086006707,1400000US12086006707,830,0,830
12086006707,1400000US12086006707,831,0,831
12086006707,1400000US12086006707,831,0,831
12086006707,1400000US12086006707,748,0,748
12086006707,1400000US12086006707,753,0,753
12086006711,1400000US12086006711,766,0,766
12086006711,1400000US12086006711,699,0,699
12086006711,1400000US12086006711,699,0,699
12086006713,1400000US12086006713,551,0,551
12086006714,1400000US12086006714,853,20,833
12086006714,1400000US12086006714,811,20,791
12086006714,1400000US12086006714,829,20,809
12086006801,1400000US12086006801,1139,28,1111
12086006801,1400000US12086006801,1082,28,1054
12086006801,1400000US12086006801,1082,28,1054
12086006801,1400000US12086006801,793,28,765
12086006801,1400000US12086006801,793,28,765
12086006802,1400000US12086006802,1697,13,1684
12086006802,1400000US12086006802,1668,13,1655
12086006802,1400000US12086006802,1668,13,1655
12086006802,1400000US12086006802,655,0,655
12086006802,1400000US12086006802,438,0,438
12086006802,1400000US12086006802,1013,13,1000
12086006802,1400000US12086006802,1013,13,1000
12086006802,1400000US12086006802,655,0,655
12086006802,1400000US12086006802,655,0,655
12086006900,1400000US12086006900,2508,79,2429
12086006900,1400000US12086006900,2402,61,2341
12086006900,1400000US12086006900,2446,79,2367
12086006900,1400000US12086006900,2074,79,1995
12086006900,1400000US12086006900,1348,79,1269
12086006900,1400000US12086006900,504,0,504
12086006900,1400000US12086006900,389,0,389
12086006900,1400000US12086006900,403,0,403
12086006900,1400000US12086006900,2013,61,1952
12086006900,1400000US12086006900,2043,79,1964
12086007001,1400000US12086007001,3181,123,3058
12086007001,1400000US12086007001,2794,89,2705
12086007001,1400000US12086007001,2822,89,2733
12086007001,1400000US12086007001,2696,103,2593
12086007001,1400000US12086007001,1674,75,1599
12086007001,1400000US12086007001,771,28,743
12086007001,1400000US12086007001,273,14,259
12086007001,1400000US12086007001,2444,89,2355
12086007001,1400000US12086007001,2472,89,2383
12086007002,1400000US12086007002,2670,167,2503
12086007002,1400000US12086007002,2500,115,2385
12086007002,1400000US12086007002,2547,129,2418
12086007002,1400000US12086007002,2252,155,2097
12086007002,1400000US12086007002,1399,70,1329
12086007002,1400000US12086007002,744,85,659
12086007002,1400000US12086007002,330,0,330
12086007002,1400000US12086007002,2134,103,2031
12086007002,1400000US12086007002,2181,117,2064
12086007101,1400000US12086007101,1115,84,1031
12086007101,1400000US12086007101,714,54,660
12086007101,1400000US12086007101,720,54,666
12086007103,1400000US12086007103,882,0,882
12086007103,1400000US12086007103,768,0,768
12086007103,1400000US12086007103,768,0,768
12086007104,1400000US12086007104,1652,22,1630
12086007104,1400000US12086007104,1487,0,1487
12086007104,1400000US12086007104,1509,22,1487
12086007104,1400000US12086007104,1088,0,1088
12086007104,1400000US12086007104,1110,22,1088
12086007200,1400000US12086007200,944,95,849
12086007200,1400000US12086007200,797,95,702
12086007200,1400000US12086007200,797,95,702
12086007200,1400000US12086007200,797,95,702
12086007200,1400000US12086007200,797,95,702
12086007300,1400000US12086007300,1643,10,1633
12086007300,1400000US12086007300,1525,0,1525
12086007300,1400000US12086007300,1547,0,1547
12086007300,1400000US12086007300,466,10,456
12086007300,1400000US12086007300,1114,0,1114
12086007300,1400000US12086007300,1124,0,1124
12086007300,1400000US12086007300,411,0,411
12086007300,1400000US12086007300,423,0,423
12086007400,1400000US12086007400,2453,27,2426
12086007400,1400000US12086007400,2275,12,2263
12086007400,1400000US12086007400,2352,12,2340
12086007400,1400000US12086007400,1301,0,1301
12086007400,1400000US12086007400,858,0,858
12086007400,1400000US12086007400,354,0,354
12086007400,1400000US12086007400,1072,12,1060
12086007400,1400000US12086007400,1112,12,1100
12086007400,1400000US12086007400,1203,0,1203
12086007400,1400000US12086007400,1240,0,1240
12086007501,1400000US12086007501,938,17,921
12086007501,1400000US12086007501,922,17,905
12086007501,1400000US12086007501,922,17,905
12086007501,1400000US12086007501,504,17,487
12086007501,1400000US12086007501,363,17,346
12086007501,1400000US12086007501,418,0,418
12086007501,1400000US12086007501,418,0,418
12086007501,1400000US12086007501,504,17,487
12086007501,1400000US12086007501,504,17,487
12086007503,1400000US12086007503,367,0,367
12086007503,1400000US12086007503,330,0,330
12086007503,1400000US12086007503,356,0,356
12086007601,1400000US12086007601,924,44,880
12086007601,1400000US12086007601,879,44,835
12086007601,1400000US12086007601,879,44,835
12086007601,1400000US12086007601,345,44,301
12086007601,1400000US12086007601,554,0,554
12086007601,1400000US12086007601,554,0,554
12086007601,1400000US12086007601,325,44,281
12086007601,1400000US12086007601,325,44,281
12086007603,1400000US12086007603,1299,61,1238
12086007603,1400000US12086007603,779,42,737
12086007603,1400000US12086007603,802,42,760
12086007603,1400000US12086007603,420,12,408
12086007603,1400000US12086007603,443,12,431
12086007603,1400000US12086007603,518,49,469
12086007603,1400000US12086007603,420,12,408
12086007603,1400000US12086007603,443,12,431
12086007603,1400000US12086007603,511,42,469
12086007603,1400000US12086007603,511,42,469
12086007604,1400000US12086007604,2470,58,2412
12086007604,1400000US12086007604,2214,58,2156
12086007604,1400000US12086007604,2252,58,2194
12086007604,1400000US12086007604,995,58,937
12086007604,1400000US12086007604,529,0,529
12086007604,1400000US12086007604,1285,0,1285
12086007604,1400000US12086007604,1323,0,1323
12086007604,1400000US12086007604,929,58,871
12086007604,1400000US12086007604,929,58,871
12086007605,1400000US12086007605,1442,26,1416
12086007605,1400000US12086007605,1307,26,1281
12086007605,1400000US12086007605,1319,26,1293
12086007605,1400000US12086007605,852,17,835
12086007605,1400000US12086007605,644,17,627
12086007605,1400000US12086007605,500,9,491
12086007605,1400000US12086007605,512,9,503
12086007605,1400000US12086007605,807,17,790
12086007605,1400000US12086007605,807,17,790
12086007606,1400000US12086007606,1951,41,1910
12086007606,1400000US12086007606,1619,20,1599
12086007606,1400000US12086007606,1635,20,1615
12086007606,1400000US12086007606,933,20,913
12086007606,1400000US12086007606,688,20,668
12086007606,1400000US12086007606,702,0,702
12086007606,1400000US12086007606,702,0,702
12086007606,1400000US12086007606,917,20,897
12086007606,1400000US12086007606,933,20,913
12086007701,1400000US12086007701,2077,142,1935
12086007701,1400000US12086007701,1881,128,1753
12086007701,1400000US12086007701,1906,142,1764
12086007701,1400000US12086007701,1895,132,1763
12086007701,1400000US12086007701,1446,78,1368
12086007701,1400000US12086007701,1741,118,1623
12086007701,1400000US12086007701,1766,132,1634
12086007702,1400000US12086007702,2084,97,1987
12086007702,1400000US12086007702,1934,85,1849
12086007702,1400000US12086007702,1944,85,1859
12086007702,1400000US12086007702,1427,79,1348
12086007702,1400000US12086007702,1144,67,1077
12086007702,1400000US12086007702,553,18,535
12086007702,1400000US12086007702,553,18,535
12086007702,1400000US12086007702,1381,67,1314
12086007702,1400000US12086007702,1391,67,1324
12086007704,1400000US12086007704,1593,83,1510
12086007704,1400000US12086007704,1315,83,1232
12086007704,1400000US12086007704,1334,83,1251
12086007704,1400000US12086007704,994,68,926
12086007704,1400000US12086007704,495,57,438
12086007704,1400000US12086007704,950,68,882
12086007704,1400000US12086007704,959,68,891
12086007705,1400000US12086007705,1881,71,1810
12086007705,1400000US12086007705,1724,71,1653
12086007705,1400000US12086007705,1750,71,1679
12086007705,1400000US12086007705,1262,60,1202
12086007705,1400000US12086007705,821,60,761
12086007705,1400000US12086007705,536,11,525
12086007705,1400000US12086007705,536,11,525
12086007705,1400000US12086007705,1188,60,1128
12086007705,1400000US12086007705,1214,60,1154
12086007801,1400000US12086007801,254,0,254
12086007801,1400000US12086007801,243,0,243
12086007801,1400000US12086007801,243,0,243
12086007801,1400000US12086007801,186,0,186
12086007801,1400000US12086007801,186,0,186
12086007804,1400000US12086007804,2420,38,2382
12086007804,1400000US12086007804,1903,38,1865
12086007804,1400000US12086007804,1933,38,1895
12086007804,1400000US12086007804,1360,26,1334
12086007804,1400000US12086007804,937,0,937
12086007804,1400000US12086007804,557,0,557
12086007804,1400000US12086007804,723,12,711
12086007804,1400000US12086007804,723,12,711
12086007804,1400000US12086007804,1180,26,1154
12086007804,1400000US12086007804,1210,26,1184
12086007805,1400000US12086007805,1757,72,1685
12086007805,1400000US12086007805,1602,72,1530
12086007805,1400000US12086007805,1602,72,1530
12086007805,1400000US12086007805,1024,63,961
12086007805,1400000US12086007805,617,28,589
12086007805,1400000US12086007805,651,9,642
12086007805,1400000US12086007805,651,9,642
12086007805,1400000US12086007805,951,63,888
12086007805,1400000US12086007805,951,63,888
12086007806,1400000US12086007806,1279,0,1279
12086007806,1400000US12086007806,1188,0,1188
12086007806,1400000US12086007806,1188,0,1188
12086007806,1400000US12086007806,514,0,514
12086007806,1400000US12086007806,691,0,691
12086007806,1400000US12086007806,691,0,691
12086007806,1400000US12086007806,497,0,497
12086007806,1400000US12086007806,497,0,497
12086007807,1400000US12086007807,1581,0,1581
12086007807,1400000US12086007807,1258,0,1258
12086007807,1400000US12086007807,1274,0,1274
12086007807,1400000US12086007807,591,0,591
12086007807,1400000US12086007807,745,0,745
12086007807,1400000US12086007807,761,0,761
12086007807,1400000US12086007807,513,0,513
12086007807,1400000US12086007807,513,0,513
12086007901,1400000US12086007901,1354,13,1341
12086007901,1400000US12086007901,1319,13,1306
12086007901,1400000US12086007901,1319,13,1306
12086007901,1400000US12086007901,535,0,535
12086007901,1400000US12086007901,358,0,358
12086007901,1400000US12086007901,784,13,771
12086007901,1400000US12086007901,784,13,771
12086007901,1400000US12086007901,535,0,535
12086007901,1400000US12086007901,535,0,535
12086007902,1400000US12086007902,1107,23,1084
12086007902,1400000US12086007902,1041,9,1032
12086007902,1400000US12086007902,1050,9,1041
12086007902,1400000US12086007902,329,0,329
12086007902,1400000US12086007902,267,0,267
12086007902,1400000US12086007902,721,9,712
12086007902,1400000US12086007902,721,9,712
12086007902,1400000US12086007902,320,0,320
12086007902,1400000US12086007902,329,0,329
12086008000,1400000US12086008000,1991,13,1978
12086008000,1400000US12086008000,1937,13,1924
12086008000,1400000US12086008000,1937,13,1924
12086008000,1400000US12086008000,821,0,821
12086008000,1400000US12086008000,531,0,531
12086008000,1400000US12086008000,239,0,239
12086008000,1400000US12086008000,1143,13,1130
12086008000,1400000US12086008000,1143,13,1130
12086008000,1400000US12086008000,794,0,794
12086008000,1400000US12086008000,794,0,794
12086008101,1400000US12086008101,1131,0,1131
12086008101,1400000US12086008101,1070,0,1070
12086008101,1400000US12086008101,1070,0,1070
12086008101,1400000US12086008101,224,0,224
12086008101,1400000US12086008101,846,0,846
12086008101,1400000US12086008101,846,0,846
12086008101,1400000US12086008101,224,0,224
12086008101,1400000US12086008101,224,0,224
12086008102,1400000US12086008102,1417,33,1384
12086008102,1400000US12086008102,1238,17,1221
12086008102,1400000US12086008102,1253,17,1236
12086008102,1400000US12086008102,600,0,600
12086008102,1400000US12086008102,311,0,311
12086008102,1400000US12086008102,736,17,719
12086008102,1400000US12086008102,751,17,734
12086008102,1400000US12086008102,502,0,502
12086008102,1400000US12086008102,502,0,502
12086008202,1400000US12086008202,1443,30,1413
12086008202,1400000US12086008202,1242,30,1212
12086008202,1400000US12086008202,1292,30,1262
12086008202,1400000US12086008202,652,17,635
12086008202,1400000US12086008202,431,17,414
12086008202,1400000US12086008202,682,13,669
12086008202,1400000US12086008202,732,13,719
12086008202,1400000US12086008202,560,17,543
12086008202,1400000US12086008202,560,17,543
12086008205,1400000US12086008205,1158,49,1109
12086008205,1400000US12086008205,1110,30,1080
12086008205,1400000US12086008205,1129,30,1099
12086008205,1400000US12086008205,433,15,418
12086008205,1400000US12086008205,677,15,662
12086008205,1400000US12086008205,696,15,681
12086008205,1400000US12086008205,433,15,418
12086008205,1400000US12086008205,433,15,418
12086008206,1400000US12086008206,1327,12,1315
12086008206,1400000US12086008206,1214,12,1202
12086008206,1400000US12086008206,1269,12,1257
12086008206,1400000US12086008206,498,12,486
12086008206,1400000US12086008206,787,0,787
12086008206,1400000US12086008206,798,0,798
12086008206,1400000US12086008206,427,12,415
12086008206,1400000US12086008206,471,12,459
12086008207,1400000US12086008207,1251,36,1215
12086008207,1400000US12086008207,1225,36,1189
12086008207,1400000US12086008207,1234,36,1198
12086008207,1400000US12086008207,426,25,401
12086008207,1400000US12086008207,808,11,797
12086008207,1400000US12086008207,808,11,797
12086008207,1400000US12086008207,417,25,392
12086008207,1400000US12086008207,426,25,401
12086008208,1400000US12086008208,1323,42,1281
12086008208,1400000US12086008208,904,0,904
12086008208,1400000US12086008208,904,0,904
12086008208,1400000US12086008208,467,0,467
12086008208,1400000US12086008208,548,0,548
12086008208,1400000US12086008208,548,0,548
12086008208,1400000US12086008208,356,0,356
12086008208,1400000US12086008208,356,0,356
12086008209,1400000US12086008209,1349,0,1349
12086008209,1400000US12086008209,1084,0,1084
12086008209,1400000US12086008209,1097,0,1097
12086008209,1400000US12086008209,426,0,426
12086008209,1400000US12086008209,687,0,687
12086008209,1400000US12086008209,700,0,700
12086008209,1400000US12086008209,397,0,397
12086008209,1400000US12086008209,397,0,397
12086008304,1400000US12086008304,2397,161,2236
12086008304,1400000US12086008304,2214,161,2053
12086008304,1400000US12086008304,2214,161,2053
12086008304,1400000US12086008304,2196,155,2041
12086008304,1400000US12086008304,2196,155,2041
12086008305,1400000US12086008305,1621,26,1595
12086008305,1400000US12086008305,1400,15,1385
12086008305,1400000US12086008305,1400,15,1385
12086008305,1400000US12086008305,757,0,757
12086008305,1400000US12086008305,344,0,344
12086008305,1400000US12086008305,257,0,257
12086008305,1400000US12086008305,675,15,660
12086008305,1400000US12086008305,675,15,660
12086008305,1400000US12086008305,725,0,725
12086008305,1400000US12086008305,725,0,725
12086008306,1400000US12086008306,2137,177,1960
12086008306,1400000US12086008306,1283,136,1147
12086008306,1400000US12086008306,1327,136,1191
12086008306,1400000US12086008306,654,41,613
12086008306,1400000US12086008306,690,41,649
12086008306,1400000US12086008306,972,131,841
12086008306,1400000US12086008306,380,37,343
12086008306,1400000US12086008306,572,94,478
12086008306,1400000US12086008306,428,5,423
12086008306,1400000US12086008306,428,5,423
12086008306,1400000US12086008306,654,41,613
12086008306,1400000US12086008306,690,41,649
12086008306,1400000US12086008306,855,131,724
12086008306,1400000US12086008306,899,131,768
12086008307,1400000US12086008307,1781,89,1692
12086008307,1400000US12086008307,797,0,797
